content,annotation/label/0
damn you hater!  lol,1
OMG your so MEAN .. really really mean +_+  i hate you .. hifftt,1
cunt? Whore?? Lololol,1
fuck u and ur fucking break =/,1
wow   that sucks.,1
LIES! I HATE HIM!,1
damn straight,1
I hate you so much you stupid New York... douche. bagel.,1
I wish I could punch you square in the face. that's how much I hate you right now.,1
you are a twitter/last.fm whore! :P,1
Doh!  That sucks!,1
i hate you for both those statements. lol,1
fuck up foo.,1
i REALLY hate you,1
ur gay? me. u. mall. shopping!,1
God damn it  Louis!,1
Nerd alert!,1
SHUT THE FUCK UP! What?! Why does Micky Rouke have ur #?,1
Freak.,1
VTU  SUCKS &gt;.&lt;,1
8 fucking am.,1
HOLY FUCK! GIRL YOU CANT DO STUFF LIKE THAT!,1
i hate pret,1
That sucks!,1
jealousy makes me hate you now hahaha,1
And I HATE gangsters &gt;.&gt;,1
haha no I'm just trying to fuck with him,1
i hate u,1
i hate u. looooooool,1
Lolol well i hate u. K thx &lt;3,1
I will super hero my ass out there and blow the tire up myself!!!,1
that sucks big time.,1
damn!! *goes off to call God*,1
FOR REAL!!!! I NEED TO JUST STOP!!!! REALLY!!!! FUCK!!!!!,1
gotta hate that shit,1
So you were a geek and gay at a very young age ;),1
You fucking rock =),1
yeah  it sucks :(,1
Thats so fucking stupid for you to say,1
That sucks:),1
God damn. That's some stocking up.,1
damn girl. that was fire!,1
makes even gay men question their sexuality.,1
OMG where? that sucks!!,1
lawl @ fat bitchez.,1
you're a fat bitch? I think you just called yourself one. Lmao... Well if you wanna out yourself in that category... Ha ha,1
fuck yeah,1
Eat twat   you twitter whore.,1
That sucks ...,1
what happens when someone tells u gators suck ass lmao. U pull a gun or stab them to death???,1
god damn you.,1
nerd. :),1
aw that sucks.,1
I don't wanna sound gay or nuthin'  but that sir... is an arousing pic.,1
lady  i wanna fuck your tumblr.,1
that sucks!,1
FUCKING ELLAS A RETARDED CUNT ALOT OF PEOPLE COULD DO A BETETER JOB THEN HERE SHES RACIST AGAINST BLACKS,1
MOD_ELLA IS A FUCKING CUNT,1
haha ugh this sucks :(,1
ass get out its ur last day damn it!,1
awe  how gay :P,1
oh no...he grew out of it (after a few ass whippings)....he just steals girls hearts now (he's 20). But yea he was a baby klepto,1
damn  that sux,1
he's gay like u lmao. And the rest of the guys are alergic to fruits. *wink* lmao.,1
U stupid bitch. I said Its in my car u always at work or chillin with then regis niggas.  Don't piss me off.,1
hey man! You =gay! Lol jk,1
your a pale whore..,1
after I kept getting caught I just said fuck it  lifes too short and I wanna sing off key fools!,1
you damn betcha,1
ass.,1
hot ass mess!!!! hahahaha,1
omg! that really sucks! anything serious?,1
@nightmaremyles fuck yes to both of you.  &lt;3,1
dude.  she's fugly.  i think ur a desperate ass cam perv.,1
hahah  ass :P hehe,1
BITCH...you got a working Zune  and I don't like it! Yea you got one...BUT IT AINT ENUFF!,1
closing now. some gay xmas thing,1
Wow! That sucks.,1
I hate FCC they are evil,1
fuck you,1
damn straight,1
I'm late to the emo-ball.. I'm not even dressed.  WHY un-follow you?  What did you do now (pft- can't take him anywhere...),1
i will but now the only problem is im realllyyyy not looking forward to seeing some gay show,1
wash yo' ass!,1
that sucks!,1
 you came up with angry gay guy...,1
 twitter whore!,1
is officially too gay to function!,1
... this is so post gay  it hurts .... NSFW! http://tinyurl.com/6d9ew5,1
I hate you,1
hell yeah fucking losers lol,1
Fuck yeah,1
na just a bitch of a teacher!!!!,1
it is. Hate that LOL,1
aww  I knoow  I hate that! :-P,1
you're so gay. I hate lonestar.,1
shits gay!,1
fuck you Devi. slit em'!,1
well just go to the local whore house!,1
no way. they REALLY hate you  don't they?!,1
@ryanruppe damn you...,1
fat guys are immoral  there should be a proposition to keep them from marrying  VOTE YES,1
you're a nerd fail,1
fucking ayeeeeee,1
SHUT THE FUCK UP BEFORE I PUT A HAMSTER UP YOUR ASS!!,1
YOUR MOM SUCKS ASS. Don't be such a douche. It's obviously not done. I'll add the fucking parm when the noodles are done.,1
I hate you so hard right now.,1
http://twitpic.com/vme7 - that sucks!,1
we talked four days ago!!!! emo cowboy fan :),1
Especially the gay cowboys. Ha ha.,1
i BET YOU WERE SILLY ASS! lol,1
You're such a nerd. lol,1
I hate you and your steelers.,1
fuck betty she killed me...,1
fuck yo life nigga,1
@farwyde Cock your gun.,1
@design_doll Cock and bull,1
I hate them. I eat them for dessert. I will keep following you. I believe in your cause,1
"""marinates penis"". That's gay dude.",1
Male Chauvinist Pig. :P,1
wow! You're a real cunt!,1
OMG  that is a total bitch! Those jerks play that game here too except they write big fine$ with the confiscations!,1
His ass needs to be put on blast so now his wife can see wtf he's doing.,1
payment schedule...been there...sucks ass,1
fuck em then! heh,1
That sucks.,1
That sounds like Charter.  I hate Charter.,1
YOUR INSANE BABBLE  HAVE YOU LOST YO DAMN MIND?,1
You know all about some interpretive gay dancing.,1
hate you...,1
hahahhaha I hate that!,1
fuck you.,1
fuck you haha,1
whatever about the Gay Byrne voiceover  shame on Eason's for running Christmas ads in early November!..,1
Son of a bitch!,1
Drupal sucks.,1
Rooster is my bitch!,1
Rooster is LARRY'S bitch!,1
oh man that sucks!! LOL,1
That really sucks.,1
that sucks.,1
ha! Go fuck a chickhen!,1
fat bastard,1
gay + high on crack + Razor sharp vagina? sounds like @andymn to me,1
you mean we chatted about how I wish I were a gay man??,1
faa lalala gay apparel daa da da daaa yuletide carol la la lala laaaa....,1
Ok is it gay day today? or are those some cute azn girl socks u sexed,1
Fuck yea it's the bomb,1
WTF emo ass lookin bitch &gt;&lt; *sigh*,1
suck my cock  bitch. i am allowed to be scared of whatever i want. *z snap*,1
Fuck.,1
YOU ARE FUCKING BR00T4L,1
ewww  hate it hate it hate it!,1
I hate it SO SO SO MUCH.,1
hate. you.,1
Son. Of. A. Bitch. :-p,1
fuck you,1
I hate it  too.,1
ha! sucks for u!!,1
oh wow  that really sucks. :/,1
i hate you,1
Oh  that sucks!,1
aww that sucks :/,1
That's gay. Poor MCR.,1
everything but you. Everything but you sucks.,1
That sucks dude!,1
Oh my fucking ~*gawd. *eye roll*,1
aww  that soo sucks D:,1
GA has finally let out is inner ass and now everyone hates him :D,1
Fuck you,1
emo!lol j/k,1
Damn girl ... Your house was dirty.,1
I noticed that and you are not a bitch. The other thing that she also doesn't have is class.,1
damn kenny u need emotional condoms and shit son.,1
Kick ass!,1
ha! my ass be bowling lol,1
to get fat?,1
i would hate that too. :(,1
i hate you all,1
/nerd *laugh*,1
Ah. Gay!,1
I hate you so much I just want to smash your face.,1
Yes you are a loser... I could have told you that a long time ago...,1
. . . HE'S FUCKING HIMSELF!,1
 Do you lick dick?,1
 On a 1 to 10 how mad would you be at me if I were to rape you?,1
 dudde ima fuuck you til you bleed:),1
 haha keep saying shit ill kill you,1
 Tabi isn&;t fake in anyways  so go suck a fat one. SERIOUSLY. I will beat your ass. I love you Tabi<3 ((:,1
 Your picture looks shopped...,1
 Hey  suck it hoe.,1
 im better tthan youu :),1
 i dont givafuck. ur friendless  previously stated in one of my other comments. except for firey  bitch,1
 Your face is such a mess  why don&;t you get your dog something different to chew on?,1
 stop acting like you know everything. your fat. get over yourself you mouthy slag :L and no your not better then everyone else! (:,1
 Learn how to spell? Learn how to tell apart a typo from a spelling error.   And learn how to be a proper fake.,1
 your mad ugly. true talk.,1
 Your so fucking immature I&;m sorry you have no friends so you have to be rude to everyone,1
 Answer your questions biatchh!! :L,1
 u2584u2588u2580 u2588u2584 u2588u2584u2588 u2580u2588u2580,1
 r u retarded ? :P jking,1
 Just admit ur a lesbian drug addict who flirts with guys  it&apos;s okay(:,1
 r u a drty slut?,1
 y is the sky blue?,1
 wtf is up wit ur cheeks?? chipmunk much??,1
 Wait Nevermind I Am Signed In,1
 i never said that i&;m 16 or that i&;m sexy. dumbasssssss,1
 ugly.,1
 heyyy  your an ugly fucking bitch  you think your sexy? haha  you ain&;t shit besides an ugly bitch. &amp; beware of what? ill fucking put your shit on blast. fucking stupid ass cunt. fuck off  &amp; stop hatein on peoples pages before i go off on your ugly ass.,1
 your a fuckin ugly bitch you look like a man in the face :),1
 Is it ok if I&apos;ve jizzed to pics of you before?,1
 You and frances gross me out  nastiest couple ive ever freakin seen. Your way out of her league like no joke.,1
 yuu kno yuu so lame? ndd yuu caint tlkk to that muchh qurls hav yuu seen yurselff hahahahahah noooo,1
 Hoe,1
 i want you dead.,1
 Do you want me to rain on their parade? Sure hate ignorant Texans who believe that being from Texas gives them the right to act like low level scum suckers. The need to live in the real world and pull their head out of that dark place they have it shoved.,1
 Why r u such a bitchh??? I hate u I&;m gonna kick ur ass whore!!,1
 Aww you&;ll have some beat my ass? Your not &quot;badass&quot; enough to do it yourself? Exactly what imeant by pussssssyss<33333,1
 Uhm you did  right down there vvvvvvv. You&;re the &;dumbfuck&;.  Stop starting shit with everyone  kcoolbye.,1
 I see (:,1
 your a fagggggg,1
 You&;re Lame As Fuck .,1
 Ugly piece of shit,1
 I&;m not a creepy stalker. Just everyone fucking hates you so everyone knows what you fucking do. You remind me of Harmony Flashpink but uglier and alittle more pathetic. Everyone knows you fake yourself and other girls  and you want attention. Dumbfuck.,1
 who did you last go out with? cameren loomen?,1
 y do u have a big nose seriously no girl have a big nose ?,1
 How&;s having like no friend&;s ?,1
 I do too know you like that  motherfucker.,1
 Hey aujala r,1
 hey everyone  this is the girl that fakes ta,1
 :] you are fake though :D ? that makes no sense lolol why would you keep faking all these formsprings  your stuuupid :p we all know the real ashlee girls formspring already  soo fuck off may you?,1
 Dumb bitch! Fuchkkk you and your stupid friends! Your all pussies! None of you can handle on your own! You always need your friends to get in everything!,1
 but i want your hairy ass then after i lick it i can fuck it you know you want it,1
 ew i wuld never be jelous of ur life. coke yup thats a drug to but u still seem to handle with it a lot. no one gives a flying fuck about ur life and leave andrew the fuck alone bc u only hate him for the firey cunt,1
 SMILE4MEXXX IS TRAILER TRASH. A RACIST FAT COW. A BIMBO FUCKING SLUT. AND WORTHLESS AS HELL. ALL SHE&;S GOOD FOR IS SOMEONE USING HE BODY FOR SEX AND DUMPING HER ON THE STREET WHEN THEY&;RE DONE USING HER ;),1
 BITCH STFU AT LEAST I RECOGNIZE MYSELF NOT LYK U,1
 oh frances hunny dont try and talk all ghetto your white ass doesnt fucking scare me  i will break you in fucking half.,1
 ASSHOLE,1
 Ur gunna get jumped. U stupid bitch.,1
 13?r you&;re at the perfect age to learn how to suck dick and give hand jobs.,1
 Leave Texas bitch!! No one here wants you!! Quit hating on Texas and Brock  we were perfectly fine without you BITCH! ... sooo LEAVE!,1
 XoxoAshleyxo and I are okay now though. No more threats so your back up will not be needed.,1
 you are stupid and ugly.,1
 no. I hate taylor she used to b firey until she dyed her hair,1
 FUCK YOU YOU SON ,1
 Your probably the one faking KAI! HUH! FUCKING BITCH!,1
 B!+(h !M@ B3 PUMP!N D!S$Z D!(k !N Y0 3@R S0 H@RD DAM BRUH I BUST3D A L0@D 0F CUM !N MA M0MMASZ HA!R SH3 MO!STURIZIN IT DO3. I P!CTURE Y0 VA@GIN@ T0 BE3 ALL H@!RY N $$H!ZZZZ W@!T T!L ! MUNCH ON DAT N@PPY BROWN H@!RY H@!T!@N PUZZIE,1
 AJULA NO DONT FUKIN TALK TU HERRR ! VVV,1
 dayumm stupid fuckin cunts stop talking your shit get a fuckin life go suck your moms dick and chock on it dayumm lil pussys take it of anonamis or watever -stephanie iloveyou alexis :),1
 Here&;s an idea  how about stop trying o get hook up with Tabitha and actually find someone who can suck you 3inches dick  hahaha doubt that will ever happen. No girl likes a pevert and a douche(:,1
 get a life you twisted bitch!,1
 im gnna fxk u up!!!!!! ur a dum hoe,1
 Is it true you kissed that ugly Cody kid!?!,1
 too late  i hate you,1
 fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake fake,1
 fuck no im not jealous of the ugly ass freak.,1
 NIGGGAH ISZ YUH CIRCUMSIZED,1
 Hey bitch don&;t get mad at people who write on here cause YOU ask people to write to you.,1
 DUDE  ARE YOU SERIOUS YOUR SO STUPIDDDD >.> STFU!:) and btw  if your tired of people talking shit on your form spring  delete this accountt >.> and be yourself  are you that bad?,1
 hello mr gay fuck,1
 Don&;t call her a bitch vv,1
 u know u care that betty is way better looking than u,1
 aye dhis daddy pelt,1
 y does u talk shit about peyton ?,1
 oh well aren&apos;t you just the shiiit for hanging out with older people? get friends your own age  you dumb bitch.,1
 shit talkin bitch,1
 when they mean fake  they mean your attitude is fake and your personality  not if shes dead or alive..um just saying ppl.,1
 im a big fan of betty and u is ugler than her so fuck up bitch u ugly shit head,1
 i hate ur fucking guts. u &amp; lindsey? grossest thing ive ever seen,1
 :3 wow ashleeee your fakes amuse me lmao  okay  you are retarded to keep this page upp :],1
 I fucking hope you move you bitch!!!!,1
 brittany is from MAYODAN abbie aint from ellisboro  either.dumbass....and the lst 2 aintchur girls they dont evn lik u.,1
 You are such a faggot for going to EDC god damn it. Almost as much of a bitch as Thad  but no where near Zach at least.,1
 Hahaha ohmyGod you are an actual jerk,1
 she sucks. she can go fuck herself. xD,1
 gahaha. xD i will whip your ass. lmfaoo.,1
 fuck the lakers! GO CELETICS,1
 you sure as hell look like a dog.  don&;t fucking call me &;hun&;.  got it.,1
 haha lifeless cunt stop writing on my wall you shit faced slut,1
 and you called me fat why?,1
 who tha fuck is &quot;Krista&quot; r this is not &quot;Krista&quot;,1
 fuck yo shit homie!,1
 does it look like i give a flying fuck? ;],1
 Wow you&;re fucking stupid. You told a girl whoo had her info showing &quot;Show your face anonymus&quot; and your comebacks fucking suck. &quot;Fighting over the Internet is like being in the special olympics  even when you win  you&;re still retarded.&quot;,1
 &quot;I have one for your information&quot; WTF. That&;s MY LIFE  NOT YOURS. You best think twice before you try to steal my stuff  bitch.,1
 who decided to take a shit on your face?,1
 i would watch out for rachel just sayinnnnn&apos; she is a fake person.....,1
 Did you know that you remind me of an old man?,1
 whyy aree youu suchh aa faggottt(:,1
 i guarantee you guys wont be going out by the end of summer..,1
 Did you know you smell like an old man?,1
 Hey my names harry beaver;) <3,1
 No. Stop fucking lying. You used to smoke. We ARE NOT STTUPPPIDDDDDDD!! I myself have smoked with yuu before.,1
 HEY BETCH. wanna not be a lil slut?! &amp;please oh lordy STOP CUTTIN EYES AT ME!r cus she want me dead (;,1
 exactly. ur not hard get the fuck over urself,1
 Your 44 years old? :O! Dumbass  Pedifile. :D,1
 no body likes yuuuuuuu!,1
 U A HOE.!,1
 why are you so gay,1
 Besides  the chick who&;s starting shit won&;t back it up and isn&;t even saying who SHE is.,1
 Oh ISSS THAT FAGGOT ISAYAH GOIN TO BEE DER???,1
 ]=,1
 fuckin hate your ass.,1
 **bitch*** lol VVV,1
 Hi you smelly rotten poo. You smell like pigs vomit! Did you just go to the toilet? I wondered what that smell was  you missed the toilet and it fell on your ugly clothes  are you poor? You stink like hamster poo. I&;d love to ram a metal pole up your ass.,1
 WHORE!,1
 Sleepin around is for whores. LOL,1
 Bitchezz beloww me I would say ur name but yeww put it on anonymus pussy ass bitchez talkin shit on Alexis she ckan show Herr  fuken boobs if she wants don&;t be jealous cuz yeww prolly don&;t gawt any it&;s ok tho and bitch wen she sayz write to her she,1
 eat a dick you complain about texas all day shove it it! you just got told your suck a dick! so eat one,1
 I have my shit straight  she wears like the same T-shirts.. her little pink and white stripped shirt or the plaid blue and red or pink shirt or whatever  and maybe some random ones.. with jeans or shorts and vans. OWNED.,1
 i like how everyone writes you just to insult you. seriously  all your questions are dissing you! HAHAH.,1
 austins new girllfriend is not uglly  &amp;&amp; she is way way better than your nasty asss willll ever be. Ha evven youur so callled bestfriend &quot;katellyn&quot; aggress that kristens pretty tighht.,1
 I am NOT a baby  you jerk off!,1
 that stupid bitch amber that went to our school tries to act like she ran our fucking school! we should put that bitchx back in her fucking place!,1
 Your bio is quite interesting  it says  &quot;booo you whore.&quot; Are you talking about yourself? I am very confused.,1
 i hope your asswhole gets sniffed by aids,1
 Hi my name is Andrew and I want to fuck your brains out you hoe,1
 this is a place for QUESTIONS  try asking some.r will you do me?r what color of condom?r kidding. but really.,1
 How many times did you and that douche have sex,1
 I DO know you on a personal level. Bitch.,1
 Grosss! Your face is nasty,1
 yoo im telling yall dnt mess wit my kuszinn kus she DO NOT PLAY repeat DOOOOO NOTTT.!,1
 I don&apos;t like you ugly ass hoe. I bet your LESBAIN. You look like it. I bet when you older I&apos;ll see you in a anonymous porn ad. BTW I heard you stuff your bra...Hahahhaaaa No boobs!r,1
 your ugly.,1
 Meanzz to ask her questions and stuff nawt talk shit on anonymus pussy ass bitchez watever tho yew guyz don&;t mean shitt to her and don&;t affect her so be a bitch to Someone who cares pussy ass fuken ugly bitchez fukk youu!!!!! Love alwyz marissa <3 ily a,1
 um da gurl dat hangs wit evelyn her name is katiana..cause i alwayz be hearing u talk about her do u like her?,1
 yous a bitch nd hoe !,1
 NIGGERS NIGGERS NIGGERS BALLS BALLS TITTIES DICK SUCKING FAGGOT SHIT NIGGER ASSFUCK TITTIES FUCK NIGGERS,1
 I wouldn&;t say being gay was cool :L,1
 STFU YOU HOE. you piece of shiit.,1
 SARAH STANFORD TAKES IT UP THE BUTTHOLE.,1
 caan you go get me some maccas?,1
 fake doesn&;t mean you look pretty?,1
 why are you such a bitch/whore cunt?r i hate ur guts,1
 i h3rd yUh sU(k3D @L!X&;s D!(K n y@LL cUM3D !N 3@(H 0+3RszZ 3Y3sz N m0@n3D @ll n!qH+ l0Nq,1
 Everyone Look  This Girl Was Using Missy Lockes Pictures And I Told Her She Was Fake  Then She Was Like Im Not Fake  Then She Took Bettys Pictures. SHES DUMB! http://www.formspring.me/LMT23,1
 your LAME ass . oviously iloveyouhh moree. (;,1
 Youu need to answer your questions you gay ;),1
 kaydoll is bettaa than rhubinathy cuss she will suck my dick and the othe fat hoe wont and i luv it my sluts,1
 i dont know you  but you seem like a bitch,1
 Leave Tabi alone  I know for a FACT she hasn&;t done anything to you. Pretty sure it&;s pathetic you&;re saying this shit anomalously because you don&;t have the balls to say it to her face. Who&;s fake now? Grow a pair and shut the hell up. We don&;t CARE.,1
 You didn&;t get a brain that day either. They were only handing them out to people who would use them.,1
 ur not that pretty... and u think that ur the prettiest girl..wow its stupid..,1
 `` im very sexy `` My fucking ass. duuude that made me laugh so fucking hardd(: thank&;s for making my day ;D,1
 dude you are such a fucken fagget ahahaha,1
 you guys SHES NOT FAKE! got it? good. when she still went to my school she was out there with the fact shes a hoe. im glad shes staying in texas they can have her,1
 did alix suk yu up,1
 Excuse me  but whoever the fuck that is under me can shut their fucking mouth  you don&apos;t tell someone to go kill themselves motherfucker you go kill your self  seeing as you have nothing better to do then lurk her formspring.,1
 i&;m not fake (:r sorry.,1
 Stop making fakes of yourself. You are ugly as fuck. You&;re not actually 16 bitch. And you&;re deff not a cyrus. Get a mother fucking life  cunt.,1
 your not FUCKING pretty  stop hating on grace and all these pretty girls  your just jealous. omg,1
 You suck dick.,1
 YOU&;RE RETARDED NEVER MIND.,1
 Seee im makin u famous dese girls crazi dawg,1
 dearest babydoll  vv Stop trying to start shit &amp;&amp; grow the fuck up. I mean really? Is this what you do for a living is ask people if they&;re fake &amp;&amp; ruin peoples lives? Grow some balls  grow up  &amp;&amp; stop starting stuff(:,1
 Nope. I actually have a life. *COUGHCOUGH* unlike you  the lonely pathetic ugly lowlife man/woman who&;s life events are: staying on formspring creating fakes and starting shit. Seriously  I&;m not the bitch  you are. END OF STORY. KCOOLBYE.,1
 cj is gay,1
 ...If you want to go back to Idaho so bad why dont you??? ... Texas doesnt want you here anymore than you want to be soo .. just leave!!!,1
 what am i going to do? hahaha  what am i going to do? haha  what im going to do is get some bitchess to kick the living shit out of your ugly fake wanna be bitch made ass.,1
 .. STFU TABI ... you may not be fake .... but your a bitch annd need to go back to Idaho .. HOEEE ... orr just go to W&;ford.. your better off ther anyways (: .. you have like 1 maybe 2 friends in brock  soooo leave,1
 Ballfuck  she&;s real. Get over it. vv,1
 Grosss! Your face is nasty,1
 (; hehe that&;s funny I want to fuck your tight ass,1
 i have been the one who has been calling you a hoe and shit cuz bitch justin has a fucking girl friend so back the fuck off and quit throwing your self at him. your a whore.,1
 YOURR SUCHH A SLUUTTT,1
 ass face -_-,1
 YOU DONT EVEN FUCKING HAVE FAKES STOP THE FUCKING BULLSHIT AND GET A LIFE JEZUSS. HOW OLD ARE YOU KID? LIFELESS BITCH YOU NEED HELP.,1
 Oh bitch you can&;t hide cus I&;m gonna find you and we gon have a problem hoe,1
 &quot;Show your face Anonymous&quot; WTF?! You make no sense you fake ugly bitch,1
 WHATEVER. Im gunna leave before you guys cry &amp; get yourselves hurt  i mean your begging me to leave  bye pussys!!!!!!!!!!!!!,1
 dont talk to rubinathy15 she is stupid,1
 The beach is fucking shit  you&;re my daddy  and soccer is for faggots.,1
 You are a beautiful girl and i dont think that you shoul do all the things that you do cause you are fucking up your life! Sorry to say but you should to better with your life then just throw it away.....,1
 hey why dont you go kill yourself alot of ppl would be really happy :),1
 Frances seriously stop trying to make people feel bad for you  ugly bitch.,1
 you&apos;re not cool  suck my dick,1
 ..are you? all you can say lmfaoo. well  your fake everyone knows it  no need to go on about it(: sayoonarra<3,1
 bryans uglyyy!! dum hoe 5/19/10 aha yu guys make a ugly couple!,1
 lmao.. &quot;yurr reall funny skinny ass bitchh&quot;.. hm.. that isn&;t really much of an insult now is it? what if i was fat? lol u suck at talkn shit :] later white trash skank :] ur super ugly nd that guy u like really isnt gonna come back around for u. laterrrr,1
 say it to my face trick ass nigga i will fxckin murder you i aint tryna make no body feel bad so you can hush that you got something to say then please  step up &amp;&amp; show a namee fuckinn bitch. whuss up?!,1
 Please stop harassing me on my formspring :(,1
 why are you soo fat :L,1
 BETTY IS LIKE ADORABLE. YOU LOOK LIKE A CRACK HEADS SHIT IN A TOILET MY DEAR,1
 ok this is tatum krista&;s friend this is her profile thing and i wanted to go on hers cuz she told me she had ?s on herer she didnt answer cuz there stupid and i wanted t oread them so i did but she told me about you and she is not obsesed with you,1
 When caught early  the embryo isn&;t much different than a guy blowing his load  &amp; killing all those sperm that could have been innocent babies. It&;s not a life  embryos are not human. Although many innocent lives are taken through war  it&;s sickening.,1
 So would you rather fuck/suck/touch my dick? if its all of the above lets go out,1
 why are you still alive?,1
 you&;re the bitch :) fuck off.,1
 dude it seems like everyone hates you. you should just delete all your socialing sites. (:,1
 lol how cute u have friends that back u up :] doesnt matter. ur still a fake bitch :] go find a real bf. not someone out of ur league. lol ugly ass,1
 hey sugar tits! wanna meet at night? i&apos;ll be racing my evo..metallic blue with white stripe on top...i got tinted front windows too. look for me!,1
 i hope you know i hate you. frances is one of my best friends! ass hole!,1
 hey do you have a hairy ass i would love to put my tounge deep in you,1
 not even michaela?,1
 Kikk her ass?? VVV haha wtf try her bitch i dare yuh!!!! ily alexis,1
 your my bitch and ill kill you nigga,1
 guess what you should do? GET A LIFE. I don&;t even know you so why would you even start shit with me?! Seriously  you must be a bit messed up in the head. Pathetic.,1
 your still gay and a bitch haha,1
 YOU SHOULD DIE,1
 I want to fuck you. Are you a blondie?,1
 your ugly as fuuuuck ( : betty is 10000% prettier than youuu  so stopp being a bitchhh.,1
 bitch i can rap beta den yo ugly ass,1
 YHUUU READY TO GET YHUR A$$ BEat THIS SATuRDAYY?!?!?!?!?!??!?!?!?!?!?!!?!??!?!?!?!?!?!!?!?!?!?!?!??!?!?!!!??!?!????!?!?!?!?!?!!??!!??!!??!?!?!!?!??!?!?!?!?!?!???!?!?!?!??!?!?!?,1
 ya i know cuz i am letting you know who this is. r my name is Tatum Not &quot;krista&quot;,1
 your come backs are fucking horrible you dumb bitch. wtf  are you like fucking five? you&;re like. &;i know you are but what am i?&; yeahhhh. no. bitch get a fucking life.,1
 Your the one talkin shit back.. fuckstick? i mean seriously how 5th grade can you get?,1
 your ugly,1
 you&;re fucking pathetic,1
 Faaaaake. :D,1
 will you blow me now?,1
 ur mad ugly.,1
 your a fake. your a fake for calling the REAL hailey fake on her formspring. what a lame bitch :),1
 LMFAO  you&;re fucking creepy &amp; must have no friends nor life  if you have to create muliple formsprings of yourself  saying theyre fakes. Quit thinking everyone wants to be you  &amp; they copy you. No one would fake you. I&;m sorry your such a pathetic poser.,1
 stop leaving stuff like &quot;fake&quot; on your own formsrping. dead give away dumbass. SUCK A CUNT,1
 not telling. you will have to just find out on your own. it probably won&;t be too hard though.,1
 Did u now tht ur ugli,1
 andrew once again stop talking to MY friends. nobody likes you. you think your hot shit and thats whats annoying. bye failed rapist :),1
 Am not! Youz a hoe &amp; a baybay.,1
 you&;re one of the ugliest bitches I&;ve ever fucking seen,1
 Fanny or dick?,1
 see i told u tht u r a playa. stop playing girls u cunt..,1
 because you&apos;re stupid.,1
 Your ugly x)!,1
 okay  i added some people who want sexual spam  i dont do that over mass spam. if you want sexual spam  ask me to spam you individually and i will(: thank you!,1
 2 weeks? WOW i totally change my mind!! thats like sooooo long! im sorry i ever said anything.....NOT  your too young for makeup. especially the amount you were,1
 I think your gay sorry.,1
 whyy dose rubinathy15 ask stoopid questions? erase the dum betch,1
 she ot me right by her side bitch! an at least i can show my dam info pussyyy ass V,1
 I wanna fuck you.,1
 You&;re a bushwhacking  alchy piece of shit scrub.,1
 Stop stealing my man ):,1
 why are you soo dumb :L,1
 Hey smexy wanna fuck?? How bout we do some 69 all night long? Sounds good k I&;ll be in your bed waiting sexy bitch! ;D,1
 ew VVVVVVV,1
 WHORE,1
 wtf  you got 2 b the freakiest bitch.,1
 ill fight you bitch,1
 Hey bitch boobs don&;t count when the only reason you have them is because your FAT!!!,1
 If you won a million dollars what would you do with it?,1
 ohh look the girl who fakes herself....,1
 Okae then bitch you dont got any quick comebacks now do you you fucking FAKE!!!/,1
 your so fack  go suck a VAG!,1
 i bet you are a .............................NEMO........................STAR.............................SHIT >>..................................COW FAGGET lol,1
 To the question below  when you said: im not fat? Arent you suppose to say I&;m not fat  PERIOD? Cause if you put a question mark your saying your fat. DUMMY.,1
 Fuck Justin bieber. He&;s a fucking fag,1
 Remember that gurl u fight last year?,1
 heey. how many other formsprings do u have? like 50? damn. get a life.,1
 hehehehe(:,1
 your so stupid  you say your not pretty to people so they can be like oh your so pretty blah-blah-blah!! so can you stop?? i mean i totally agree with you  your ugly as shit  no worse than ugly as shit  so go die.,1
 wow you&;re a fucking fake. if you&;re tired of everyone talking shit on you formspring  either stop talking shit to them first  or delete the damn thing. gosh  you&;re fucking retarded. I forgot how stupid people are these days  and that would be you.,1
 Stop Calling Tabi &quot;Fake&quot; Obviously Your The Fake Bitch That Don&;t Have A Life I Don&;t Know Tabi But She Seems Like A Nice Person.,1
 Hey. Why you such a bitch?,1
 still a bitch :],1
 KUM ON DEN WIT DAT BIG DICK,1
 Tootsy is eww,1
 Do you want me to cave in &quot;curly tops&quot; head????!?!?!?!?!,1
 whatever your a fake  and have nothing good to do with your life.,1
 Your to young what love is bitch so do you use it!!! Dumb whore put your boobs away!!!,1
 why r u suchho a hoe.?,1
 niggers,1
 I hope yhu dnt thinkkk yhur prety casue yhur not!,1
 ew you&;re gross. ugly. BITCH,1
 why not? and all you have to say is &quot;nope&quot;. oh and leave people alone(: delete this you fucking fake :),1
 jerrrk.,1
 Why do u follow the bandwagon? Formspring. Twitter. What&;s next gay Justin beiber.,1
 go 2 hell,1
 No. Im not. But thanks for throwing that out there ;),1
 Naw nee naw nee naww neee,1
 yeah go ahead and play victim  i do know you nico. thats how i know your a player.,1
 Ur facebook is a fake  cos I saw 5other facebook with the same but diff last name and same pics and 1 has proof,1
 Do you stroke your pussyr r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r r CAT?,1
