,image,Class,x_center,y_center,w,h
309,00080.txt,2,0.9766281512605042,0.2228618421052631,0.0351890756302521,0.0444078947368421
310,00080.txt,4,0.6998424369747899,0.1570723684210526,0.0215336134453781,0.0773026315789473
311,00080.txt,4,0.421218487394958,0.825657894736842,0.0231092436974789,0.0625
312,00080.txt,3,0.4445903361344537,0.8421052631578947,0.0278361344537815,0.0723684210526315
313,00080.txt,1,0.7712710084033613,0.4967105263157894,0.0131302521008403,0.0394736842105263
314,00080.txt,1,0.213235294117647,0.2557565789473684,0.0105042016806722,0.0279605263157894
315,00081.txt,1,0.6278886554621849,0.3519736842105262,0.0141806722689075,0.0394736842105263
316,00081.txt,0,0.0391281512605042,0.4662828947368421,0.0383403361344537,0.0838815789473684
317,00082.txt,2,0.7851890756302521,0.7820723684210525,0.0178571428571428,0.0805921052631579
318,00082.txt,4,0.580094537815126,0.6546052631578947,0.0204831932773109,0.0625
319,00082.txt,3,0.8295693277310924,0.872532894736842,0.0288865546218487,0.0871710526315789
320,00083.txt,1,0.1938025210084033,0.6990131578947368,0.0115546218487394,0.0328947368421052
321,00083.txt,1,0.3629201680672269,0.6669407894736842,0.009453781512605,0.0279605263157894
322,00083.txt,1,0.5283613445378151,0.4300986842105262,0.0084033613445378,0.0279605263157894
323,00084.txt,1,0.2668067226890756,0.4383223684210526,0.0084033613445378,0.0279605263157894
324,00084.txt,1,0.2886029411764705,0.8174342105263157,0.0089285714285714,0.0296052631578947
325,00084.txt,1,0.6302521008403361,0.6768092105263157,0.0115546218487394,0.037828947368421
326,00085.txt,0,0.9611344537815124,0.8379934210526315,0.032563025210084,0.100328947368421
327,00085.txt,1,0.5819327731092436,0.4333881578947368,0.0105042016806722,0.037828947368421
328,00085.txt,4,0.2689075630252101,0.6916118421052632,0.0241596638655462,0.0707236842105263
329,00086.txt,0,0.2959558823529412,0.2976973684210526,0.0215336134453781,0.0723684210526315
330,00086.txt,0,0.2872899159663865,0.3207236842105262,0.0210084033613445,0.0756578947368421
331,00086.txt,2,0.1838235294117647,0.6578947368421052,0.0199579831932773,0.0559210526315789
332,00086.txt,1,0.5480567226890756,0.819078947368421,0.0120798319327731,0.0361842105263157
333,00086.txt,1,0.306985294117647,0.8519736842105262,0.0131302521008403,0.0394736842105263
334,00086.txt,3,0.585609243697479,0.2902960526315789,0.0273109243697479,0.0740131578947368
335,00086.txt,4,0.6917016806722689,0.8552631578947368,0.0220588235294117,0.069078947368421
336,00087.txt,3,0.3802521008403361,0.7245065789473684,0.0315126050420168,0.0773026315789473
337,00087.txt,3,0.7573529411764706,0.575657894736842,0.0294117647058823,0.069078947368421
338,00087.txt,4,0.7563025210084033,0.6373355263157895,0.0241596638655462,0.0707236842105263
339,00088.txt,2,0.5740546218487395,0.3026315789473684,0.0283613445378151,0.0526315789473684
340,00088.txt,4,0.6517857142857143,0.6027960526315789,0.01890756302521,0.0542763157894736
341,00088.txt,1,0.1680672268907563,0.4309210526315789,0.0115546218487394,0.0296052631578947
342,00089.txt,2,0.6155462184873949,0.631578947368421,0.0241596638655462,0.0427631578947368
343,00089.txt,4,0.3377100840336134,0.7425986842105263,0.0199579831932773,0.0575657894736842
344,00089.txt,3,0.4112394957983193,0.1143092105263157,0.0231092436974789,0.0838815789473684
345,00089.txt,5,0.0821953781512605,0.4144736842105262,0.0330882352941176,0.0953947368421052
346,00090.txt,2,0.4422268907563025,0.8741776315789473,0.0283613445378151,0.0707236842105263
347,00090.txt,3,0.5635504201680672,0.653782894736842,0.032563025210084,0.0871710526315789
348,00091.txt,0,0.2736344537815126,0.6833881578947368,0.0315126050420168,0.0970394736842105
349,00091.txt,3,0.97531512605042,0.459703947368421,0.0336134453781512,0.1036184210526315
350,00091.txt,1,0.9501050420168068,0.7080592105263157,0.0126050420168067,0.037828947368421
351,00092.txt,5,0.7405462184873949,0.7590460526315789,0.0346638655462184,0.0970394736842105
352,00092.txt,2,0.6234243697478992,0.8684210526315789,0.0231092436974789,0.0493421052631578
353,00093.txt,1,0.4023109243697478,0.1546052631578947,0.0105042016806722,0.0296052631578947
354,00093.txt,1,0.6365546218487395,0.131578947368421,0.009453781512605,0.0296052631578947
355,00093.txt,1,0.5525210084033613,0.5797697368421052,0.0105042016806722,0.03125
356,00093.txt,4,0.5278361344537815,0.7779605263157894,0.0168067226890756,0.0493421052631578
357,00093.txt,2,0.9669117647058824,0.8273026315789473,0.0241596638655462,0.0657894736842105
358,00094.txt,2,0.9009978991596638,0.3527960526315789,0.0173319327731092,0.0641447368421052
359,00094.txt,2,0.3973214285714285,0.1422697368421052,0.0225840336134453,0.0575657894736842
360,00094.txt,1,0.6037289915966386,0.131578947368421,0.0120798319327731,0.0427631578947368
361,00095.txt,1,0.4960609243697478,0.1389802631578947,0.0099789915966386,0.0345394736842105
362,00095.txt,1,0.6520483193277311,0.5164473684210527,0.0099789915966386,0.0296052631578947
363,00095.txt,3,0.8734243697478992,0.8799342105263157,0.0294117647058823,0.0888157894736842
364,00096.txt,2,0.3424369747899159,0.8782894736842105,0.0199579831932773,0.0493421052631578
365,00096.txt,0,0.4779411764705882,0.4547697368421052,0.0304621848739495,0.0871710526315789
366,00097.txt,3,0.2652310924369748,0.4712171052631578,0.0273109243697479,0.0575657894736842
367,00097.txt,4,0.1318277310924369,0.3338815789473684,0.0178571428571428,0.0559210526315789
368,00097.txt,1,0.3348214285714285,0.2047697368421052,0.0089285714285714,0.03125
369,00097.txt,1,0.3455882352941176,0.1924342105263158,0.009453781512605,0.0296052631578947
370,00097.txt,1,0.3534663865546218,0.2162828947368421,0.009453781512605,0.0279605263157894
371,00098.txt,1,0.7169117647058824,0.5411184210526315,0.009453781512605,0.0328947368421052
372,00098.txt,1,0.5070903361344538,0.5337171052631579,0.0152310924369747,0.0411184210526315
373,00098.txt,4,0.4847689075630252,0.7171052631578947,0.0199579831932773,0.0559210526315789
374,00098.txt,4,0.626313025210084,0.7245065789473684,0.0225840336134453,0.0740131578947368
375,00099.txt,2,0.2765231092436974,0.3404605263157894,0.0267857142857142,0.0559210526315789
376,00099.txt,1,0.0320378151260504,0.834703947368421,0.0147058823529411,0.0444078947368421
377,00100.txt,2,0.8771008403361344,0.3988486842105262,0.0178571428571428,0.0509868421052631
378,00100.txt,4,0.1389180672268907,0.4991776315789473,0.0225840336134453,0.0674342105263157
379,00100.txt,4,0.3820903361344537,0.3963815789473684,0.0194327731092436,0.0592105263157894
380,00100.txt,3,0.3755252100840336,0.34375,0.0262605042016806,0.0723684210526315
381,00100.txt,1,0.5575105042016807,0.5123355263157895,0.0078781512605042,0.0279605263157894
382,00101.txt,5,0.1496848739495798,0.6167763157894737,0.0756302521008403,0.2664473684210526
383,00101.txt,3,0.3426995798319328,0.5855263157894737,0.0278361344537815,0.0756578947368421
384,00101.txt,1,0.2801995798319328,0.912828947368421,0.0131302521008403,0.0394736842105263
385,00102.txt,1,0.9532563025210083,0.3223684210526316,0.009453781512605,0.0328947368421052
386,00102.txt,1,0.6234243697478992,0.5814144736842105,0.0168067226890756,0.0411184210526315
387,00102.txt,1,0.3027836134453781,0.5148026315789473,0.0152310924369747,0.0493421052631578
388,00102.txt,1,0.3400735294117646,0.1143092105263157,0.0099789915966386,0.0279605263157894
389,00102.txt,3,0.1341911764705882,0.7080592105263157,0.0278361344537815,0.0740131578947368
390,00103.txt,0,0.3907563025210084,0.4350328947368421,0.0304621848739495,0.0871710526315789
391,00103.txt,3,0.0648634453781512,0.3215460526315789,0.0288865546218487,0.0970394736842105
392,00104.txt,2,0.2728466386554621,0.3453947368421052,0.0236344537815126,0.0493421052631578
393,00104.txt,4,0.1370798319327731,0.8717105263157894,0.01890756302521,0.0559210526315789
394,00105.txt,2,0.2534138655462185,0.2606907894736842,0.0225840336134453,0.0476973684210526
395,00105.txt,1,0.2326680672268907,0.7911184210526315,0.0178571428571428,0.0493421052631578
396,00105.txt,1,0.5446428571428571,0.537828947368421,0.0136554621848739,0.0460526315789473
397,00106.txt,5,0.8324579831932772,0.5945723684210525,0.0472689075630252,0.1726973684210526
398,00106.txt,2,0.8017331932773109,0.7072368421052632,0.0267857142857142,0.0592105263157894
399,00106.txt,1,0.569327731092437,0.0978618421052631,0.0115546218487394,0.0345394736842105
400,00106.txt,1,0.7045693277310924,0.3264802631578947,0.0120798319327731,0.03125
401,00107.txt,3,0.0990021008403361,0.203125,0.0278361344537815,0.100328947368421
402,00107.txt,1,0.4637605042016806,0.0863486842105263,0.0105042016806722,0.03125
403,00107.txt,4,0.4621848739495798,0.7269736842105263,0.0241596638655462,0.0789473684210526
404,00107.txt,4,0.5945378151260504,0.1932565789473684,0.0210084033613445,0.0674342105263157
405,00108.txt,5,0.9608718487394956,0.819078947368421,0.0593487394957983,0.2072368421052631
406,00108.txt,4,0.7069327731092436,0.2705592105263157,0.0231092436974789,0.0707236842105263
407,00109.txt,2,0.9663865546218487,0.15625,0.0199579831932773,0.0526315789473684
408,00109.txt,0,0.9640231092436974,0.2787828947368421,0.0309873949579831,0.0838815789473684
409,00109.txt,4,0.9372373949579832,0.5427631578947368,0.0236344537815126,0.0723684210526315
410,00109.txt,1,0.4199054621848739,0.7985197368421052,0.0120798319327731,0.0345394736842105
411,00109.txt,1,0.5301995798319328,0.1060855263157894,0.0099789915966386,0.03125
412,00109.txt,1,0.6607142857142857,0.0649671052631579,0.0084033613445378,0.0213815789473684
413,00110.txt,0,0.3933823529411764,0.3157894736842105,0.0294117647058823,0.0953947368421052
414,00110.txt,4,0.0853466386554621,0.3273026315789473,0.025735294117647,0.0723684210526315
415,00110.txt,2,0.0572478991596638,0.8166118421052632,0.0210084033613445,0.0740131578947368
416,00110.txt,3,0.91281512605042,0.6751644736842105,0.032563025210084,0.100328947368421
417,00111.txt,2,0.3030462184873949,0.7771381578947368,0.0252100840336134,0.0608552631578947
418,00111.txt,4,0.376313025210084,0.825657894736842,0.0236344537815126,0.0723684210526315
419,00112.txt,5,0.1743697478991596,0.6143092105263157,0.0525210084033613,0.1661184210526315
420,00112.txt,1,0.6754201680672268,0.2368421052631578,0.009453781512605,0.0263157894736842
421,00112.txt,1,0.7886029411764706,0.1570723684210526,0.0078781512605042,0.0279605263157894
422,00112.txt,2,0.5317752100840336,0.7055921052631579,0.0204831932773109,0.0559210526315789
423,00113.txt,1,0.235031512605042,0.65625,0.0131302521008403,0.0394736842105263
424,00113.txt,1,0.6076680672268907,0.1167763157894736,0.0105042016806722,0.0296052631578947
425,00114.txt,1,0.5504201680672268,0.2952302631578947,0.0126050420168067,0.037828947368421
426,00114.txt,1,0.7074579831932772,0.881578947368421,0.0136554621848739,0.0427631578947368
427,00114.txt,1,0.7405462184873949,0.763157894736842,0.0105042016806722,0.0328947368421052
428,00115.txt,1,0.5128676470588235,0.2220394736842105,0.0110294117647058,0.0361842105263157
429,00115.txt,1,0.1079306722689075,0.3511513157894737,0.0099789915966386,0.0279605263157894
430,00115.txt,4,0.8421743697478992,0.7508223684210525,0.0225840336134453,0.0641447368421052
431,00116.txt,5,0.601890756302521,0.4786184210526315,0.0409663865546218,0.1085526315789473
432,00116.txt,1,0.3469012605042016,0.6332236842105263,0.0099789915966386,0.0296052631578947
433,00117.txt,1,0.0485819327731092,0.7713815789473684,0.0141806722689075,0.0427631578947368
434,00117.txt,3,0.9487920168067226,0.6208881578947368,0.0267857142857142,0.0871710526315789
435,00118.txt,1,0.4829306722689075,0.8042763157894737,0.0152310924369747,0.0460526315789473
436,00118.txt,1,0.0874474789915966,0.6175986842105263,0.0110294117647058,0.037828947368421
437,00118.txt,2,0.6704306722689075,0.2557565789473684,0.016281512605042,0.0641447368421052
438,00118.txt,2,0.8161764705882353,0.5995065789473684,0.0168067226890756,0.037828947368421
439,00119.txt,4,0.2111344537815126,0.3865131578947368,0.0220588235294117,0.0625
440,00119.txt,1,0.1271008403361344,0.9070723684210524,0.0126050420168067,0.037828947368421
441,00119.txt,1,0.7783613445378151,0.2006578947368421,0.009453781512605,0.0263157894736842
442,00119.txt,3,0.4952731092436974,0.5682565789473684,0.0315126050420168,0.0904605263157894
443,00120.txt,2,0.6491596638655462,0.8042763157894737,0.0178571428571428,0.0427631578947368
444,00120.txt,1,0.8461134453781513,0.9004934210526315,0.0126050420168067,0.037828947368421
445,00120.txt,4,0.8686974789915966,0.6480263157894737,0.0231092436974789,0.069078947368421
446,00120.txt,3,0.5926995798319328,0.2393092105263157,0.0225840336134453,0.0641447368421052
447,00120.txt,3,0.5772058823529411,0.2730263157894737,0.0262605042016806,0.0756578947368421
448,00121.txt,2,0.6176470588235294,0.522203947368421,0.0262605042016806,0.0707236842105263
449,00121.txt,3,0.707720588235294,0.4925986842105262,0.0246848739495798,0.0707236842105263
450,00121.txt,4,0.4080882352941176,0.1504934210526315,0.0210084033613445,0.0641447368421052
451,00122.txt,1,0.8991596638655461,0.7417763157894737,0.0115546218487394,0.0361842105263157
452,00122.txt,1,0.634453781512605,0.6620065789473684,0.009453781512605,0.0279605263157894
453,00122.txt,2,0.2423844537815126,0.6768092105263157,0.0246848739495798,0.0674342105263157
454,00123.txt,0,0.1420693277310924,0.8536184210526315,0.0404411764705882,0.0888157894736842
455,00123.txt,1,0.1294642857142857,0.7302631578947368,0.0131302521008403,0.0427631578947368
456,00123.txt,1,0.297531512605042,0.6258223684210525,0.0131302521008403,0.0411184210526315
457,00123.txt,1,0.3017331932773109,0.3018092105263157,0.0141806722689075,0.0411184210526315
458,00124.txt,0,0.8637079831932772,0.2713815789473684,0.0341386554621848,0.0822368421052631
459,00125.txt,4,0.6047794117647058,0.6825657894736842,0.0141806722689075,0.0427631578947368
460,00125.txt,4,0.25,0.5180921052631579,0.0136554621848739,0.0361842105263157
461,00125.txt,1,0.08140756302521,0.0838815789473684,0.009453781512605,0.0328947368421052
462,00126.txt,1,0.0344012605042016,0.5460526315789473,0.0110294117647058,0.0328947368421052
463,00126.txt,0,0.0632878151260504,0.5246710526315789,0.0236344537815126,0.0723684210526315
464,00126.txt,3,0.0984768907563025,0.5427631578947368,0.0236344537815126,0.0855263157894736
465,00126.txt,3,0.6835609243697479,0.4185855263157894,0.0194327731092436,0.0575657894736842
466,00127.txt,0,0.6869747899159664,0.390625,0.032563025210084,0.0871710526315789
467,00127.txt,5,0.680672268907563,0.1636513157894736,0.0346638655462184,0.09375
468,00127.txt,1,0.0370273109243697,0.9300986842105262,0.0120798319327731,0.0345394736842105
469,00127.txt,1,0.2024684873949579,0.3955592105263157,0.0099789915966386,0.037828947368421
470,00128.txt,1,0.3999474789915966,0.924342105263158,0.0089285714285714,0.0296052631578947
471,00128.txt,1,0.547531512605042,0.897203947368421,0.0099789915966386,0.0279605263157894
472,00128.txt,1,0.7179621848739496,0.7491776315789473,0.0115546218487394,0.037828947368421
473,00129.txt,3,0.4241071428571428,0.796875,0.025735294117647,0.0904605263157894
474,00129.txt,3,0.6607142857142857,0.1233552631578947,0.0231092436974789,0.0822368421052631
475,00129.txt,1,0.3616071428571428,0.1554276315789473,0.0110294117647058,0.037828947368421
476,00129.txt,1,0.110031512605042,0.6241776315789473,0.0131302521008403,0.0411184210526315
477,00130.txt,1,0.024422268907563,0.6455592105263157,0.0110294117647058,0.0411184210526315
478,00130.txt,3,0.0391281512605042,0.6521381578947368,0.0236344537815126,0.0773026315789473
479,00130.txt,4,0.2991071428571428,0.4777960526315789,0.0173319327731092,0.0575657894736842
480,00130.txt,1,0.4099264705882353,0.6085526315789473,0.0089285714285714,0.0328947368421052
481,00130.txt,4,0.8973214285714285,0.3092105263157894,0.0152310924369747,0.0493421052631578
482,00130.txt,4,0.9847689075630252,0.1546052631578947,0.0262605042016806,0.0789473684210526
483,00131.txt,3,0.5196953781512604,0.6899671052631579,0.0299369747899159,0.0838815789473684
484,00131.txt,3,0.6604516806722689,0.3766447368421052,0.0246848739495798,0.0789473684210526
485,00131.txt,1,0.4288340336134453,0.4662828947368421,0.0120798319327731,0.03125
486,00131.txt,1,0.0863970588235294,0.7870065789473684,0.0110294117647058,0.0279605263157894
487,00131.txt,1,0.0099789915966386,0.669407894736842,0.0115546218487394,0.0328947368421052
488,00131.txt,1,0.017594537815126,0.897203947368421,0.0099789915966386,0.0246710526315789
489,00132.txt,1,0.040703781512605,0.4210526315789473,0.0110294117647058,0.0296052631578947
490,00132.txt,5,0.5540966386554622,0.4276315789473684,0.0430672268907563,0.1217105263157894
491,00133.txt,2,0.9669117647058824,0.796875,0.0210084033613445,0.0674342105263157
492,00133.txt,4,0.2552521008403361,0.6924342105263157,0.0231092436974789,0.0657894736842105
493,00134.txt,2,0.0370273109243697,0.4490131578947368,0.0288865546218487,0.0493421052631578
494,00134.txt,1,0.0112920168067226,0.5304276315789473,0.0110294117647058,0.0345394736842105
495,00134.txt,4,0.0848214285714285,0.5337171052631579,0.0194327731092436,0.0575657894736842
496,00134.txt,1,0.6478466386554621,0.2590460526315789,0.0120798319327731,0.037828947368421
497,00134.txt,1,0.6646533613445378,0.2006578947368421,0.0099789915966386,0.0263157894736842
498,00134.txt,1,0.4763655462184873,0.6677631578947368,0.0105042016806722,0.0328947368421052
499,00135.txt,4,0.6662289915966386,0.4506578947368421,0.0215336134453781,0.0657894736842105
500,00135.txt,1,0.6381302521008403,0.2746710526315789,0.0084033613445378,0.0296052631578947
501,00135.txt,1,0.6165966386554621,0.2245065789473684,0.0084033613445378,0.0279605263157894
502,00136.txt,2,0.0265231092436974,0.6044407894736842,0.0225840336134453,0.0476973684210526
503,00136.txt,3,0.0522584033613445,0.6274671052631579,0.0330882352941176,0.1069078947368421
504,00137.txt,2,0.1990546218487394,0.5246710526315789,0.0241596638655462,0.0559210526315789
505,00137.txt,2,0.1777836134453781,0.5296052631578947,0.0225840336134453,0.0559210526315789
506,00138.txt,0,0.8679096638655461,0.1546052631578947,0.0404411764705882,0.1282894736842105
507,00139.txt,1,0.2355567226890756,0.4432565789473684,0.0152310924369747,0.0444078947368421
508,00139.txt,1,0.7455357142857143,0.5402960526315789,0.0110294117647058,0.037828947368421
509,00139.txt,1,0.7092962184873949,0.6652960526315789,0.0078781512605042,0.0246710526315789
510,00139.txt,1,0.5225840336134454,0.3018092105263157,0.009453781512605,0.0279605263157894
511,00140.txt,2,0.3886554621848739,0.1694078947368421,0.0252100840336134,0.0526315789473684
512,00140.txt,4,0.3944327731092437,0.428453947368421,0.0220588235294117,0.0641447368421052
513,00140.txt,1,0.797531512605042,0.4547697368421052,0.0120798319327731,0.037828947368421
514,00140.txt,1,0.792016806722689,0.7450657894736842,0.0126050420168067,0.0361842105263157
515,00140.txt,1,0.7565651260504201,0.0855263157894736,0.0099789915966386,0.0328947368421052
516,00141.txt,5,0.7883403361344538,0.4136513157894737,0.0535714285714285,0.1529605263157894
517,00141.txt,1,0.8581932773109243,0.2664473684210526,0.0147058823529411,0.0460526315789473
518,00141.txt,1,0.8172268907563025,0.0912828947368421,0.0084033613445378,0.0279605263157894
519,00141.txt,3,0.4435399159663865,0.653782894736842,0.0225840336134453,0.0773026315789473
520,00141.txt,1,0.5454306722689075,0.4934210526315789,0.0089285714285714,0.0263157894736842
521,00141.txt,1,0.3792016806722689,0.4292763157894737,0.009453781512605,0.0263157894736842
522,00142.txt,5,0.3311449579831932,0.1981907894736842,0.0467436974789916,0.1726973684210526
523,00142.txt,4,0.211922268907563,0.6858552631578947,0.0194327731092436,0.0625
524,00143.txt,3,0.1255252100840336,0.2886513157894737,0.0294117647058823,0.0805921052631579
525,00143.txt,2,0.6231617647058824,0.4539473684210526,0.0246848739495798,0.0657894736842105
526,00143.txt,1,0.9301470588235292,0.2763157894736842,0.0136554621848739,0.0361842105263157
527,00144.txt,3,0.3405987394957983,0.1800986842105263,0.0320378151260504,0.0904605263157894
528,00144.txt,1,0.1397058823529411,0.694078947368421,0.0126050420168067,0.0328947368421052
529,00144.txt,5,0.604516806722689,0.5090460526315789,0.0357142857142857,0.100328947368421
530,00145.txt,0,0.1882878151260504,0.5805921052631579,0.0372899159663865,0.0789473684210526
531,00145.txt,2,0.1533613445378151,0.7483552631578947,0.0178571428571428,0.0625
532,00145.txt,1,0.4729516806722689,0.875,0.0131302521008403,0.0361842105263157
533,00145.txt,1,0.4755777310924369,0.1883223684210526,0.0110294117647058,0.03125
534,00146.txt,2,0.4871323529411764,0.6792763157894737,0.0236344537815126,0.0559210526315789
535,00146.txt,2,0.5774684873949579,0.2310855263157894,0.0183823529411764,0.0509868421052631
536,00146.txt,3,0.9112394957983192,0.1949013157894736,0.0273109243697479,0.0740131578947368
537,00146.txt,4,0.0630252100840336,0.6101973684210525,0.01890756302521,0.0559210526315789
538,00147.txt,0,0.5661764705882353,0.1957236842105263,0.032563025210084,0.1151315789473684
539,00147.txt,1,0.4650735294117646,0.3207236842105262,0.0131302521008403,0.0361842105263157
540,00148.txt,0,0.9046743697478992,0.2796052631578947,0.0320378151260504,0.0756578947368421
541,00148.txt,3,0.2255777310924369,0.4942434210526315,0.0267857142857142,0.0871710526315789
542,00149.txt,5,0.9556197478991596,0.3544407894736842,0.0730042016806722,0.2055921052631578
543,00149.txt,1,0.9028361344537816,0.3470394736842105,0.0178571428571428,0.0526315789473684
544,00149.txt,1,0.2100840336134453,0.6258223684210525,0.0105042016806722,0.03125
545,00150.txt,0,0.1058298319327731,0.6077302631578947,0.0362394957983193,0.0838815789473684
546,00150.txt,2,0.3282563025210084,0.0888157894736842,0.01890756302521,0.0592105263157894
547,00151.txt,1,0.1872373949579832,0.6899671052631579,0.0110294117647058,0.0345394736842105
548,00151.txt,0,0.1985294117647058,0.8338815789473684,0.0294117647058823,0.0789473684210526
549,00151.txt,1,0.6024159663865546,0.6274671052631579,0.009453781512605,0.03125
550,00152.txt,4,0.0879726890756302,0.8634868421052632,0.0215336134453781,0.0657894736842105
551,00152.txt,4,0.9359243697478992,0.4901315789473684,0.0220588235294117,0.0657894736842105
552,00152.txt,1,0.4684873949579832,0.5986842105263157,0.0115546218487394,0.0328947368421052
553,00152.txt,1,0.9816176470588236,0.5370065789473684,0.0105042016806722,0.0279605263157894
554,00152.txt,1,0.8970588235294117,0.5098684210526315,0.0115546218487394,0.0361842105263157
555,00152.txt,1,0.9532563025210083,0.5838815789473684,0.0126050420168067,0.0361842105263157
556,00153.txt,1,0.9894957983193275,0.2664473684210526,0.0136554621848739,0.0427631578947368
557,00153.txt,2,0.4285714285714285,0.484375,0.0220588235294117,0.0641447368421052
558,00153.txt,3,0.3834033613445378,0.4876644736842105,0.0315126050420168,0.0773026315789473
559,00154.txt,1,0.1617647058823529,0.5518092105263157,0.0147058823529411,0.037828947368421
560,00154.txt,1,0.4159663865546218,0.4876644736842105,0.0136554621848739,0.0345394736842105
561,00154.txt,1,0.3949579831932773,0.303453947368421,0.0115546218487394,0.03125
562,00154.txt,3,0.6530987394957983,0.1200657894736842,0.025735294117647,0.0723684210526315
563,00154.txt,4,0.5932247899159664,0.772203947368421,0.0215336134453781,0.0674342105263157
564,00154.txt,4,0.3734243697478991,0.4333881578947368,0.0210084033613445,0.0707236842105263
565,00155.txt,0,0.2665441176470588,0.5189144736842105,0.0278361344537815,0.0707236842105263
566,00155.txt,0,0.2857142857142857,0.5740131578947368,0.0367647058823529,0.1085526315789473
567,00155.txt,3,0.6192226890756303,0.669407894736842,0.0315126050420168,0.0953947368421052
568,00155.txt,1,0.9285714285714284,0.7039473684210525,0.0126050420168067,0.0361842105263157
569,00155.txt,1,0.9737394957983192,0.8996710526315789,0.0084033613445378,0.0296052631578947
570,00155.txt,3,0.8616071428571428,0.2516447368421052,0.0215336134453781,0.0592105263157894
571,00155.txt,3,0.8768382352941176,0.2697368421052631,0.0288865546218487,0.0789473684210526
572,00155.txt,3,0.8920693277310924,0.2746710526315789,0.0204831932773109,0.0657894736842105
573,00156.txt,3,0.407563025210084,0.3889802631578947,0.0210084033613445,0.09375
574,00156.txt,4,0.2914915966386554,0.6513157894736842,0.0168067226890756,0.0526315789473684
575,00156.txt,4,0.4325105042016806,0.6759868421052632,0.0246848739495798,0.0723684210526315
576,00157.txt,5,0.6089810924369747,0.8552631578947368,0.0446428571428571,0.1348684210526315
577,00158.txt,1,0.0724789915966386,0.3939144736842105,0.0126050420168067,0.037828947368421
578,00158.txt,1,0.2552521008403361,0.606907894736842,0.0136554621848739,0.0328947368421052
579,00158.txt,1,0.2250525210084033,0.8519736842105262,0.0110294117647058,0.0328947368421052
580,00158.txt,1,0.4254201680672269,0.7368421052631579,0.0115546218487394,0.0328947368421052
581,00158.txt,1,0.4193802521008403,0.6455592105263157,0.0110294117647058,0.03125
582,00158.txt,1,0.4151785714285714,0.6800986842105263,0.0120798319327731,0.037828947368421
583,00158.txt,1,0.3970588235294117,0.6710526315789473,0.0105042016806722,0.0394736842105263
584,00158.txt,1,0.3820903361344537,0.6570723684210525,0.0099789915966386,0.03125
585,00158.txt,4,0.2618172268907563,0.5452302631578947,0.025735294117647,0.0773026315789473
586,00159.txt,5,0.6559873949579832,0.7664473684210525,0.0451680672268907,0.0953947368421052
587,00159.txt,3,0.8581932773109243,0.3585526315789473,0.0283613445378151,0.0756578947368421
588,00160.txt,0,0.9732142857142856,0.53125,0.032563025210084,0.1019736842105263
589,00160.txt,3,0.9419642857142856,0.4950657894736842,0.0299369747899159,0.0921052631578947
590,00160.txt,1,0.7022058823529411,0.4572368421052631,0.0105042016806722,0.0361842105263157
591,00160.txt,4,0.0617121848739495,0.5904605263157895,0.0194327731092436,0.0592105263157894
592,00161.txt,2,0.4592962184873949,0.375,0.0299369747899159,0.0625
593,00161.txt,1,0.3789390756302521,0.397203947368421,0.0131302521008403,0.0345394736842105
594,00161.txt,4,0.0966386554621848,0.1636513157894736,0.0241596638655462,0.0740131578947368
595,00162.txt,4,0.5921743697478992,0.1899671052631578,0.0225840336134453,0.0740131578947368
596,00162.txt,1,0.0779936974789916,0.5583881578947368,0.016281512605042,0.0509868421052631
597,00162.txt,1,0.3185399159663865,0.6858552631578947,0.0131302521008403,0.0394736842105263
598,00162.txt,1,0.1906512605042016,0.6842105263157894,0.0105042016806722,0.0361842105263157
599,00163.txt,0,0.5561974789915967,0.4292763157894737,0.0252100840336134,0.0855263157894736
600,00163.txt,0,0.5840336134453781,0.4194078947368421,0.0262605042016806,0.0822368421052631
601,00163.txt,1,0.1551995798319327,0.8955592105263157,0.0110294117647058,0.03125
602,00163.txt,1,0.7633928571428571,0.3996710526315789,0.0120798319327731,0.0394736842105263
603,00164.txt,1,0.5575105042016807,0.8536184210526315,0.0120798319327731,0.0361842105263157
604,00164.txt,3,0.1402310924369748,0.1225328947368421,0.0273109243697479,0.0674342105263157
605,00165.txt,4,0.0522584033613445,0.3601973684210526,0.0225840336134453,0.0657894736842105
606,00165.txt,1,0.2878151260504201,0.3996710526315789,0.0115546218487394,0.0361842105263157
607,00165.txt,1,0.3768382352941176,0.3462171052631578,0.0099789915966386,0.0279605263157894
608,00165.txt,1,0.2678571428571428,0.9169407894736842,0.009453781512605,0.0279605263157894
609,00166.txt,1,0.61265756302521,0.4958881578947368,0.0099789915966386,0.0345394736842105
610,00166.txt,1,0.7618172268907563,0.9309210526315788,0.0099789915966386,0.0263157894736842
611,00166.txt,1,0.8834033613445378,0.8848684210526315,0.0105042016806722,0.0328947368421052
612,00167.txt,1,0.8865546218487395,0.7664473684210525,0.0126050420168067,0.0361842105263157
613,00167.txt,2,0.5070903361344538,0.1011513157894736,0.0204831932773109,0.0641447368421052
614,00168.txt,5,0.2686449579831932,0.3774671052631578,0.0603991596638655,0.1924342105263158
615,00169.txt,5,0.7334558823529411,0.8289473684210525,0.0372899159663865,0.1085526315789473
616,00169.txt,4,0.3188025210084033,0.3782894736842105,0.0262605042016806,0.0756578947368421
617,00169.txt,4,0.9545693277310924,0.1200657894736842,0.0204831932773109,0.0625
