puzzle,solution
010003000000070500000150043084090107039617400001005002400069800078030609920080350,615423798342978516897156243584392167239617485761845932453269871178534629926781354
015420000302906018090158040000392067209017000060805030453009800078004009926700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005420090300906008007158000504090007039010480001840002453209071000000609926001004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015400700340070008690058240504000067209000480060005900403209870100000009006001300,815423796342976518697158243584392167239617485761845932453269871128734659976581324
005000700040900010600000003580392007030010400000040032050209870008504029926080004,315426798842973516697158243584392167239617485761845932453269871178534629926781354
815023000040906000097000043084092160200000405760805900400260070008500620906781054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815403706002070518090108000084392060230007005701840002450000001008500620000001004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420090302070510690108203500002160030607085760840032050060800108000000900081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005023096042970018007008040000090067230007080061005030403060000070004620920701000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423700002070508097100000004302000200007405700840932050000870070530609926781304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805003006002976008000108240004302060000607400761800002403209801070530600926081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815403006342906000600050040080302000209607480700005000450269870170500009926701300,815423796342976518697158243581342967239617485764895132453269871178534629926781354
000423796042906000697100043500300067009617480700005902050069071070504620926701350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420796000906000097108240500392007030000000000840030400009801100500609920701350,815423796342976518697158243581392467234617985769845132453269871178534629926781354
015000006042070008090000203080000000000017485700040000000269070108530000026001354,315428796642973518897156243483695127269317485751842639534269871178534962926781354
015020006302900018600000040500002167239607005760000930450269801070030009006701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423090040976018697158043500000167230010000761800000450200801070504609000780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023090340000000697000200584300000239010405000840030450000800008500000906000304,815423697342679518697158243584392176239716485761845932453967821128534769976281354
010003790042900000000008043080302067039017085061845000003009001008500629000701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800023796302076508007050200500302167230600085700800932000269801178030629026080000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400790342970510007058240000092100200007085061805030403060800000534600026080000,815423796342976518697158243584392167239617485761845932453261879978534621126789354
805403790342970010007108043500392007039607085761045000450269800000034029006001354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400706040900000090058203584092160230610485700040902450000801078034029026001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020790042976508007008200084392000209610080761005032450000001178034600006001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000000042006508097100003504302107000000085700845900003209071070030609020780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020096000970000000008040500390007209010000701045002403200800070500620900001054,815423796324976185697158243586392417249617538731845962453269871178534629962781354
015000706042970510090000200080090107230600485701845032403000000178504609920081054,315428796642973518897156243584392167239617485761845932453269871178534629926781354
000403790302976518000150203000392007239617005700845932053060870070034020900781000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400090042976508690150203084092100030610480760800002000009001008534029900780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805003790302000510600000000084090160039007400001040000053069801070000609026081000,815423796342976518697158234284395167539617482761842953453269871178534629926781345
005423090002976510697050200500002060230010485700805900400009070100504600926701000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020096042070510690150000500092167000610400701840032400209070008534029920081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015403796340000500007008003084000000209607485060800000003069870108000000920001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000006002970010690058040084002167239010000060045900403200070078500029926781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420006342970500007058200504392060230607480700000900453209871108534609000701300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015020000300070510090158243000392060009017080700005000400069800000504029906001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800000790300900510690108203080300167239607085061805900000060001178504009000080004,812453796347926518695178243584392167239617485761845932423769851178534629956281374
805000096002000010007158040004000100009600400000000000450009801008034000020780300,815342796342976518697158243234895167589617432761423985453269871178534629926781354
010023096002900008090108200584092000000010400000000900450260071070004609900080304,718423596342956718695178243584392167239617485167845932453269871871534629926781354
815003000340076008097000003084392067200010080000040932453009071108504620920080304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400090342900018097008203000092107030617480760800032450009871170504620926700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023790042070500607108243000390160230600085001045932450260870070530029000081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800023790000900510697008240084300067200000085061045932050009870108534000026781300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000423006300900008007058043500300067209010000700045932403000070008000020020701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423090002076000697008203580000167009617405001805030403209001108004620920701004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423090040076010690000243084002160000007405061800000003260801100030029026081350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400000340006000007008240500300007230007000060000030000200871008030000006080354,815423769342976185697158243581342697234697518769815432453269871178534926926781354
810400790000070000690058003500300160230600400061800000050000001178000029006700004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800423796002906500097108243584092067000000000700840030050269071000034620000701000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020790000976508690150003504092007030607080761005032403260070108034029906000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810020096340070010097108243584302160030617480061045932400009071070534620926780304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003090040076008697058000504392160000017085761040932400200071000530600020701004,815423796243976518697158243584392167932617485761845932456289371178534629329761854
810000700002070000690158200504002167009610080061000002453000000008034029006001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423096300076008600150000004392167239607000761845930403009001008030009920081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003700000000008090100000504002000030607080761840902050209870108034009926000000,815423796342976158697158324584392617239617485761845932453269871178534269926781543
010400096302076508690058043504300100230017400701000902053000800078030009900781300,815423796342976518697158243564392187239817465781645932453269871178534629926781354
010020706040900000090158003584392000030017085000000900403200801000004609000001354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423700002000500007158003080392100200007005061805930450209871000504009926780350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420790340900518090008203580392167030610080761005000050209001108034609900000004,815423796342976518697158243584392167239617485761845932453269871128734659976581324
005420700342076000007158240004302060239617080000840930053200871070004609900001050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423000000970000607058240580392100230017480061805032403009071008030029920081354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400790002006008000000203580390107200017405760800932050200871108500600900781304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805403790000900500000150003580302107230010000060005902000200001178004029926701300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023700300076500607100000000300067230010085761045902450200000070030000020081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010420706302976018097158243004300067230600485000800000403209870078534620020080050,815423796342976518697158243584312967231697485769845132453269871178534629926781354
810020796042000508000108043584090060009600485700840030050269000000034600006000304,815423796342976518697158243584392167239617485761845932453269871128734659976581324
810020706342076518600100200084300160009607080000840000003209870078004009006081054,815423796342976518697158243284395167539617482761842935453269871178534629926781354
015020796000976008097108203080092100039017405060005032453060800178504600900081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810420790300070510097000043084002107200017400060805002453260071078000600000001004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000006042900500090050203580090100030017400760040002053060870000530009006780050,315428796642973518897156243584392167239617485761845932153269874478531629926784351
815420006000070018097158003584302000030607400061805000400200870070034000000080304,815423796342976518697158243584392167239617485761845932453261879978534621126789354
015403096342976010697108203584002000200600485760845900453060800100000029026080354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403700002976010607100003584002060230610405761000000450269001108004620020700354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020006300906500607100040584390007030007400001045900450200800108504029906081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805000790042906510690100043084090067209017405000045030450209071170504009026001304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023700000970508097150000504000167009607400061800000000060801100504020000000304,815423796243976518697158243584392167329617485761845932432769851178534629956281374
815020796302900510697058000004390060200607000700805900403209000000500020006000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000796000976008607100243504392160009017485701045902053209071078034000020780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020796002006510097100240080392160200600485700845002400200800000500609006700050,315428796842976513697153248584392167239617485761845932453269871178534629926781354
015003000002970018697150240080000160200010085060800900003200070100034020906080054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810420090000906000097150000504300160200010085060800932000009070008004620906780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403790340976510097050040584390167200007005000800900453060871178030009000700004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815400096040976500097150200580390060039007080701840000403000801000034609020001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003790000906510007100203584300107230610085760840900450000870000004009026081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003000042000010607058203080000007000007085760805900000260071100004009026701050,815423796342976518697158243581392467239647185764815932453269871178534629926781354
010403000040976518097158043504300107000000005001045902403269871078000009900081350,815423796342976518697158243564392187239817465781645932453269871178534629926781354
010403796000906010607000040000002167039607400700045930403000001078500620900000350,812453796345976218697128543584392167239617485761845932453269871178534629926781354
800000090042900008697100040500090060239600400061045002400260001100530629906781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800003000042900508097150000504002007230017405060000930403000801108530029906080354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815403090002900518090008040080300007239007480701000932453069071000534620926080350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005000006342076018090158003004392060000010000761000030400000870078500000000780350,815423796342976518697158243584392167239617485761845932453261879178539624926784351
800023096302070008600058240080000007030007405761800900403200071170034629906000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010023796302000508690100200580392067200600085061040030453060001178534600020701004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000000700342970508097008243080390007000610405001040932453200801008530620026000050,815423796342976518697158243284395167739612485561847932453269871178534629926781354
815023006300076018007050203084390107039607400760045902053000801100030600906701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023000002906500607050043504002067009610005761845002453060001000500609926701300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020706042976518690008040004302160200007000001800930053200001178004609020081004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023096340976008000150003084092067039000005701840032400200801178504600900700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023796342076518000058000500002007039600405700845030403269071000504620906700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805403790040000000000058043004392167039600400000840002453060070170534600006700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003796042970008600100240504000067030010000701040030450260070078534620906000300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023706040006008007050040580090167200600400760845902000009001008530600906081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423090002000018097050003580000167200617000060040930003060801078504629900001050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015423700000000518607000203080300007230610000061800900400000000070030020000001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023796340070010697100000084090160239017005061800032450060870000500009026781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810403090340906018090000240004390167239607080000800032400260870178000020920080350,812453796347926518695178243584392167239617485761845932453261879178539624926784351
810423090002000508007108200080000007030600480061040002000269071100504000000081000,815423796342976518697158243284395167739612485561847932453269871178534629926781354
010403706002000010607158040580092007009600400061845932003000000070534629006781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010403006342000518097000200004390167230617080061840902003000871178500609906001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400790340906500607008243580090060000007400700845032053269071008530009006081300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420006040000018097108040004300067209007405060005000050060070078504020026781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805000706040076018000150200580002100039607485760005932400209071070500609000080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420096040076500000050043084390067239017400701040900053009801078030009020780054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420706000906008000000200000300100000000485060800000403269071008030609000000304,815423796237916548649578213984352167372691485561847932453269871128734659796185324
805000706342906000090000203084390007200007480000000900453009870178000000020700054,815234796342976518697158243584391627239567481761842935453619872178425369926783154
810003006302970008690050003504090100239610000000800930400000870008504009900700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020006340976510607008003080390000230617000000845930053260801008504009020000300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010420000340976008690050200584090007230610485760840030000209000178534020900701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023006300000018007150043580090000039607480761040930450200000170004609006700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020096300900000697008000580002000000600080061840900403200800170004629000780300,815327496342916578697458231584192763239675184761843952453269817178534629926781345
800403790000976500000150040080090060230010485001000930053069800000000629020781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000790000076510097050243584090007200610080760800930450200000070034029920780050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800400090340070518090150200080392060009007000000040902053200071000504009026000054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815003096340076500000000043084092107030610085701040900450009071078030600006000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000400790340070018097008240584092100239007005060005002003209870078530629020780350,815423796342976518697158243584392167239617485761845932153269874478531629926784351
010000796040076508090000003080090160000007080701000030050060071000530009920080050,518423796342976518697158243485392167239617485761845932854269371176534829923781654
010420006302076000607000243080390060009000005000800000403069001078534020000081300,815423796342976158697158243281395467739642815564817932423769581178534629956281374
800403090340000508090000200004002107239600400000045932400269070178530020000000000,812453796347926518695178243584392167239617485761845932453269871178534629926781354
005420790300070510607108043580092100239600480060805930453069001000000620026781000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000020000302906010097100040000300100209607080060000932453069800000004629906081350,615428793342976518897153246584392167239617485761845932453269871178534629926781354
010023706340976518600100003500390060209000480060805030003269071078000000020080054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015000096040076500607108203004000000000010005760000932050000070178004020900701000,815243796243976518697158243584329167329617485761485932456892371178534629932761854
805400006302906508607158043000302160209610000761045930053260870000530000026000004,815423796342976518697158243584392167239617485761845932153264879478539621926781354
800003790042000000007158003080002100200607480701845902000260871170530620000700050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003796340006500097108040084000007030607480061000000450269001100004629900781000,815423796342976518697158243284395167539617482761842935453269871178534629926781354
010423006302070518697050240584392160239610080701845032400260870178504009900780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020796042906000000150043004302167230617085760000030453009870108034009020781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815400796300070010090008000580090107230017000760800030403209801000004600906001300,815423796342976518697158243584392167239617485761845932453269871128734659976581324
810423000342976508600058040084000060030010080761040002450060070008530609000080054,815423796342976518697158243284397165539612487761845932453269871178534629926781354
015023096000970500000000203084302160039000080701845002003009800178034629026780300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005020000340000000090058243580002060039010005000845000450209070070530029020701000,815423697342976518697158243584392761239617485761845932453289176176534829928761354
800020096042070508600158240580302107030610405701005032403260001070534629926780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010420090000006000697008000500392107209000405000005002000200001000000000906780304,815423796324976518697158243548392167239617485761845932473269851182534679956781324
805000790002976000097000003000302167239617080700005900450069871070000629900000050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815023090302976510607100003584000100009007005001840032053200070008030620020081054,815423796342976518697158243584392167239617485761845932153264879478539621926781354
815420000302006518607000043580090000230617005701040000453009800170500009926701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805020006002900010600150043004390007239007480061040000053209870000504629026080300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403096302006010697058043084300000000017080700040030053260070100030000926081054,815423796342976518697158243284395167539617482761842935453269871178534629926781354
015403790042906508607158240504092060039607485701045932450260001178030629906780054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815020700340976018007108043504002007030617005760840902053209801000030009920081054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023790342000008690108240000300160209607400761040902400000801000530609006001000,815423796342769518697158243584392167239617485761845932423976851178534629956281374
010023000340976018600058240580002100000607080000000932003269001008030609000781300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005403000042000518000100003580300007230017400061805932053060871108004609026781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003000002006010607008243504000067030007485000045932450260070000034029006081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810023000042006510600158003584302167239607480061040932450260871100030029926701004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010423700040000018007108203004002007030600480061805000003069870000000029026080000,815423796342976518697158243584392167239617485761845932153269874478531629926784351
010020706042000000600158243580300167039617405060040930403209070008034629026780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010403790300000510697158043584090160030617085061845032000000000078004600020081350,815423796342976518697158243584392167239617485761845932153269874978534621426781359
015403006042006000000008200000000007200017080760805932003260000100000020006701054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810003006002906010000100003000300167000600480760040902450260871108534620926001304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015400000040900008600058003500000060039607485700045032450000071008000620000780000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423000302070000007000003500092160030607405061000002003209800170004620020780354,615423798342978516897156243584392167239617485761845932453269871178534629926781354
810423700300076518090000003504392107209017485061840002053200801108030609900781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810000790300076508697150240500392000039007485000800932400200000008530009926080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420000042000510600100243084392067230017485061045030053069801100000620926000000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420790040076010607158203000002107000017405760000930003000871078034620920080300,815423796342976518697158243534692187289317465761845932453269871178534629926781354
005423796340906010007000003084302100000610405000005930050069071100534020926001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000023090042000010007150043084092000200617080000000000453009870100034629920781004,615423798342978516897156243584392167239617485761845932453269871178534629926781354
815003700342906510000100203084000060200000000760040930453260001178004609026781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000700000070000697158003584090060200610005761040000003200801008004009000080054,315426798842973516697158243584392167239617485761845932453269871178534629926781354
805003706042006018600000003000092107009607400000805900053200870100534600926000354,815423796342976518697158243564392187289617435731845962453269871178534629926781354
805400096040906500600108043004392060230600485700040000003009071070500609906780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023700040900010697100040004092160200610080001800000403069000178500600900781004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810423790000970518097050200000300000000010005760045002453200870000500029026780300,815423796234976518697158243581392467342617985769845132453269871178534629926781354
805403706302976518697000043000392100230007480701000030400069070108534000920001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020796300070010690008240500002100200600085000840030450000870100504629920700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800420790040906500097050003080090100030610080700840932050260000108530020926781054,815423796243976518697158243482397165539612487761845932354269871178534629926781354
805403700342070000690058003080090167209007405761040032403209071078504620906781000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023706340006008097008043000000107239007085061045000053000800108504000920701354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000023706300900518600050240080392107239610005701000002003260001008534000020700000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010023096000970518090058243080300007200607400000845930453060871178530620920001350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005000790302900010090008000084302067230007000760040000453260871008030000026001050,815423796342976518697158243584312967231697485769845132453269871178534629926781354
805420090042906508097000003504090007230617080000000002450069000108034029900700050,815423796342976518697158243564892137239617485781345962453269871178534629926781354
015020706340970510697100003504000107039017485700845002450009871100000020900780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020000300076008007150203500392060239610080700000032003209801108504000020001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815420096342900518000050040580000167200007005000000030050069870108500020006700000,815423796342976518697158243584392167231647985769815432453269871178534629926781354
000423090002076500690058043004090007009017080701800900400009801008000629920780350,815423796342976518697158243284395167539617482761842935453269871178534629926781354
000403700340000500697058003500000167200000485061000902050060000170530629000001050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805000796300000018007008203084300067030000405761000000403000871070004029020701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023090302006500097000000584390107200610085760045002003200000070034620900000300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800023006042970518000058240504390007009610480700805900403209071108534020020080304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000003006302970018097000203580392060009617405760040930053060870000500620926001350,815423796342976518697158243584392167239617485761845932153264879478539621926781354
800023006342976008097058200500390007200017000701000930000000871078534000926701304,815423796342976518697158243564392187239817465781645932453269871178534629926781354
805400000340006500007058000084000100000600485700845900053200871108030629920000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010403000040970510090008000504300167200010085001840002453060871178000020020080350,615423798842976513397158246584392167239617485761845932453269871178534629926781354
805003790002076510600008240084300107230610400761845000000269870000504600006081304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000420796300906010007108040584392107230600080761800902003069870108534029906781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010400000302970508697008200080392107200617480700005032403200801008534000926080050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005000006302970518000050003000390000039000085700805900400269070000534600906701350,185423796342976518697158243518392467239647185764815932453269871871534629926781354
815003096000900518697050240584302160009617405060800032000269000100034600020701050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800020790340000008697158003084392107209600085061045932400069070070000009920700000,815423796342976518697158243584392167239617485761845932453269871176584329928731654
800020000342900508600158043080302067230017405761845030000260071000004020906080300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805403790002970008000158240084302167230007400701045902003209800100030000906000354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010420000000070000097008003080390167039000085001800932050069001100030629020700304,315426798842973516697158243284395167739612485561847932453269871178534629926781354
000003706340906518697158043004090060209010080700045002053060871108534600926781304,815423796342976518697158243534892167269317485781645932453269871178534629926781354
010003700342906500090108243504390067239007085001845900450060870008000620900780354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800400000040006008600108003584392060209007405061005932400009801070504620026000354,812453796345976218697128543584392167239617485761845932453269871178534629926781354
000003090000006518607158040504300000209607005060845930050060800108030029006700354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005420006002006500000000040504000067239610480700800030050200870178534020926700054,315428796842976513697153248584392167239617485761845932453269871178534629926781354
805400000340906508007100200080390060030000005761845930403009801100030009906000300,815423796342976518697158243584392167239617485761845932423569871158734629976281354
810023090302976010607150200004390167239010080760045900453060871078534009920000000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805400006042006518097000043004302060000607005700005032400269070100030000900081354,815423796342976518697158243584312967231697485769845132453269871178534629926781354
010020790302976508600158240080300107039600405760805932403060801100030009906080354,815423796342976518697158243584392167239617485761845932423569871158734629976281354
815020706002900008007050200000390100200010485061800030050069801008500609006780004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403706042906500607008000584002160030010405060040900400260071108000629020081300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005423000302976010007058200584302000000600000700800932050069800100004000020081000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
810400000002006018097108043080092107000010005760845032053000000100004020900001350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010020090042070518000058040500090160030010405761840000453200001170500600900081050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
010000706040976008690150043580092060009600405701040902450209071178004629906780350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000423796002976510697108203000090167230610480700040032400260870108000009000700004,815423796342976518697158243584392167239617485761845932453269871178534629926781354
015023096002070518690150203504390107030007485701045030003200871178530000020781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805423700042970508007008240504092000030617480760805002053260800108030020000700304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403790302076018097058243080390160200617000061840902453200801108534009906001054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005023096302006008607150240580002107000007085061040000053260800178500009000781054,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805000796042970008007008240004392007230010400701045902000200070000000020006081004,815423796342976518697158243564392187239817465781645932153264879478539621926781354
810003700340000508600050003080002060000610080060040930003009871008504029006000350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423790040076508090100203584090160009617005761000930053269000170004620006781354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
800023796302970518600158043004090100200600085001800902050260870178534629026001050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403006302906518697008240580000160009600000061840902053060871100000009906000304,815423796342976518697158243584392167239617485761845932453269871128734659976581324
805020090342070000097108040584000000209007400061800032450069070108004000906701304,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000000796000000500697008040004300107200610485060005032453060801000030609906000054,815243796342796518697158243584329167239617485761485932453962871178534629926871354
015400796040006518000158200004390107000017080761840032000209871108534029926000300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815400090342900518000058043004392107000600485700845032450000800170530620020780350,815423796342967518697158243584392167239671485761845932453216879178539624926784351
005420090040906000690000240584090100239010485001000932000060071078530629026780354,315428796842976513697153248584392167239617485761845932453269871178534629926781354
015420006040976018007050200504000107230007480701040030403000801070034000906000000,815423796342976518697158243584392167239617485761845932423569871178234659956781324
005023006040906018007100243500390060009617080001000900400009801078534629900780350,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005403790340000008697158243580090067009007085061840032453000800178000000006780050,815423796342976518697158243584392167239617485761845932453261879178539624926784351
000000096340900008090008243084302067200607400061045902403200800078034020026001354,812453796347926518695178243584392167239617485761845932453269871178534629926781354
800023796042900010000150040000392167230607400000840030450000070178500629920001300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
000403006342900010697108000580392167230607000700045932053009801000534609006700354,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023096002976518097050243080000007200607085060000030400069871078504629006001354,815423796342976518697158243581342967234697185769815432453269871178534629926781354
810420096342076508600100240504002000000610080001800902000209000100000629020701350,815423796342976518679158243584392167293617485761845932456239871137584629928761354
815003796302976000607008240584392000230610400700005902400009070070034609906780300,815423796342976518697158243584392167239617485761845932423569871178234659956781324
015420096300900008690058200000390000009000485701805930050060801108004629906700300,815423796342976518697158243584392167239617485761845932453269871178534629926781354
815423706040976010097008040580090107009610085700005902053200801170000609906781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
005400700340970510007100240004092000200610085060840900450200871078504629906080354,615423798342978516897156243584392167239617485761845932453269871178534629926781354
805023706002076008697100040500000167009007480761000032053069801170504000900781050,815423796342976518697158243584392167239617485761845932453269871178534629926781354
805023790000006510600008240580000060000617080700845032403260870170500020006700050,815423796234976518697158243581392467342617985769845132453261879178539624926784351
010420090040976508607050000584092167000617080700805902003000870108530000900001000,815423796342976518697158243584392167239617485761845932453269871178534629926781354
