,Apple,Bread,Butter,Cheese,Corn,Dill,Eggs,Ice cream,Kidney Beans,Milk,Nutmeg,Onion,Sugar,Unicorn,Yogurt,chocolate
406,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False
407,False,False,False,False,False,False,True,True,False,True,True,True,True,False,False,True
408,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
409,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
410,False,False,True,True,True,True,True,True,False,True,True,True,False,True,False,True
411,False,False,False,False,True,False,True,True,True,False,True,True,False,False,True,True
412,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True
413,False,True,True,False,False,False,True,True,False,True,False,True,False,True,True,True
414,True,False,True,True,True,False,False,True,False,False,True,False,False,True,False,False
415,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False
416,False,True,False,False,True,False,True,True,True,False,False,True,False,False,True,False
417,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False
418,True,False,False,False,False,False,False,True,False,True,False,True,True,False,True,True
419,False,False,True,False,True,False,False,False,True,True,False,True,True,True,True,False
420,False,False,False,True,True,False,False,False,False,False,True,True,False,True,True,True
421,True,False,True,False,False,True,False,False,False,True,True,False,True,False,True,False
422,True,True,True,True,False,False,True,True,False,False,True,True,True,False,True,False
423,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False
424,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
425,True,True,False,True,True,True,False,True,True,True,True,True,True,True,False,False
426,True,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False
427,True,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True
428,False,True,False,True,False,True,False,False,False,False,False,False,False,False,True,False
429,False,True,True,True,False,False,False,True,True,True,True,True,True,False,True,False
430,False,False,False,True,True,True,True,False,True,False,True,True,False,False,False,False
431,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,True
432,True,False,True,True,False,False,False,True,False,True,True,True,True,False,False,True
433,False,True,True,True,False,False,False,False,False,True,False,True,True,True,False,False
434,True,True,False,False,False,False,True,True,True,True,False,True,True,True,True,False
435,True,False,False,False,False,True,False,False,False,False,False,True,True,False,True,True
436,True,False,False,False,False,False,False,True,False,True,True,False,False,False,True,True
437,True,False,True,False,True,True,True,False,False,True,False,False,True,False,True,False
438,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False
439,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
440,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True
441,False,True,True,False,False,True,False,True,True,True,False,True,False,False,False,False
442,True,True,True,True,True,False,True,False,True,True,True,False,True,True,False,False
443,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
444,False,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False
445,True,False,True,False,False,True,False,False,False,True,False,True,True,True,True,True
446,True,True,True,True,True,False,True,True,False,False,True,True,True,False,False,False
447,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
448,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,False
449,True,False,False,True,True,False,True,True,False,True,False,True,False,False,False,False
450,False,True,False,True,False,True,False,True,False,True,True,False,True,False,True,True
451,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False
452,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
453,False,True,True,False,False,True,False,False,True,False,False,True,True,True,True,False
454,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,True
455,True,True,False,False,True,False,False,False,True,True,True,True,False,True,True,True
456,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False
457,False,True,False,False,False,False,True,False,False,True,True,True,True,True,True,False
458,False,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False
459,False,True,False,False,True,False,False,False,True,True,True,True,True,True,True,True
460,False,False,True,False,True,False,True,True,False,False,False,True,False,False,False,True
461,True,False,False,False,True,True,True,False,True,True,False,False,False,False,True,True
462,False,True,True,True,True,True,False,False,True,False,False,True,False,False,False,False
463,False,False,False,True,True,True,False,True,True,True,True,True,True,True,False,True
464,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
465,False,False,True,False,True,False,True,False,False,False,False,False,False,True,False,True
466,True,True,False,True,True,False,False,True,True,True,False,False,False,False,False,False
467,True,True,False,False,True,False,True,False,True,False,True,True,True,True,True,True
468,True,False,True,False,True,True,False,True,False,False,False,False,False,False,True,False
469,True,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True
470,True,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True
471,True,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
472,True,False,True,True,False,True,False,True,True,False,True,False,True,False,True,True
473,False,True,False,True,True,False,True,False,False,False,True,False,True,False,False,True
474,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
475,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,True
476,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True
477,False,True,False,True,True,True,False,True,True,False,True,True,False,False,True,False
478,True,True,False,True,True,True,True,False,True,True,False,False,True,True,True,True
479,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False
480,True,True,False,False,True,False,False,False,True,True,True,False,True,True,True,True
481,True,False,False,True,True,True,False,True,False,True,True,False,True,True,True,True
482,False,True,False,False,True,True,True,True,True,False,False,False,False,False,True,True
483,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
484,True,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True
485,False,False,False,True,True,False,False,False,False,False,False,True,True,True,False,False
486,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,False
487,True,True,True,True,False,False,False,True,True,False,True,False,True,False,False,True
488,True,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
489,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False
490,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False
491,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
492,False,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True
493,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False
494,True,False,True,True,True,False,False,True,True,True,False,True,True,True,False,True
495,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
496,False,False,True,False,False,False,False,False,False,True,False,False,True,False,True,False
497,False,True,True,True,True,True,True,False,True,True,True,True,False,True,False,True
498,True,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True
499,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False
500,False,False,False,True,True,True,False,True,False,False,True,True,False,True,True,True
501,False,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
502,False,False,False,False,True,True,False,True,False,False,False,False,True,True,False,False
503,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True
504,True,True,True,False,True,True,False,False,True,False,False,False,False,False,False,True
505,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False
506,True,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True
507,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True,False
508,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True,True
509,True,False,True,False,False,True,True,False,True,False,False,False,False,False,False,False
510,True,False,False,False,True,False,True,False,True,False,True,False,False,True,True,False
511,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False
512,False,False,True,False,False,False,True,False,False,True,True,True,False,False,False,False
513,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
514,True,False,True,False,False,False,True,True,True,True,False,False,False,False,True,False
515,True,False,True,False,False,False,True,True,False,True,True,True,False,False,True,True
516,True,False,True,True,True,True,True,True,False,True,False,True,True,False,False,True
517,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False,True
518,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,True
519,False,False,True,True,False,True,True,False,False,False,False,False,False,False,False,False
520,False,True,False,False,False,True,True,False,False,True,False,False,False,False,True,True
521,True,True,True,False,True,True,True,False,True,True,False,False,True,False,False,True
522,True,False,False,False,False,False,False,False,True,True,False,True,False,False,True,False
523,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,True
524,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
525,False,True,True,False,False,True,False,True,False,False,False,True,False,False,True,False
526,True,True,False,True,True,True,True,False,False,False,False,False,False,False,True,False
527,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
528,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,True
529,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False
530,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True
531,False,False,False,True,False,True,False,False,True,True,True,True,False,False,False,True
532,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
533,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True
534,True,False,False,True,True,True,False,False,False,True,False,False,False,True,True,False
535,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False
536,False,False,False,False,True,False,True,True,True,True,False,True,False,True,False,False
537,False,False,False,True,False,True,True,True,True,True,True,False,True,True,True,True
538,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False
539,False,True,False,False,False,True,True,False,False,True,False,False,True,True,True,False
540,False,True,True,False,False,True,False,True,True,True,False,False,False,True,False,False
541,False,True,True,False,False,False,True,True,True,False,True,False,False,True,False,True
542,True,False,False,True,True,True,False,True,False,True,True,True,True,False,False,False
543,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False
544,True,True,False,True,True,True,True,False,False,False,False,True,True,False,False,False
545,False,True,True,True,False,True,False,True,False,False,False,False,False,False,True,False
546,True,False,False,False,True,True,False,True,True,False,False,False,False,True,True,False
547,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
548,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
549,False,True,False,False,False,True,False,True,False,False,False,True,True,True,True,False
550,True,False,True,True,False,False,False,False,False,True,False,False,True,False,True,False
551,True,True,True,False,True,False,True,True,True,True,True,False,False,True,True,False
552,True,False,True,False,True,True,False,True,False,True,False,True,True,True,True,True
553,False,False,True,False,False,False,True,True,False,False,True,False,False,False,False,False
554,False,False,False,False,True,False,True,False,True,True,True,True,False,True,False,True
555,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,True
556,True,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False
557,False,False,True,False,False,True,False,True,True,False,False,True,False,False,False,False
558,False,False,True,False,False,False,False,True,True,False,True,False,True,False,True,False
559,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,True
560,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False
561,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False
562,True,True,True,True,False,False,False,False,True,True,False,False,False,True,False,True
563,True,False,False,False,False,True,True,True,True,True,False,True,True,True,True,True
564,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False
565,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
566,False,True,False,True,False,False,False,True,False,False,True,True,False,False,True,False
567,False,True,False,False,True,False,False,False,False,True,True,True,False,False,True,True
568,True,False,True,False,False,True,False,False,False,False,False,False,False,True,True,True
569,True,True,True,False,False,True,True,False,False,True,True,True,False,False,True,True
570,True,True,True,True,False,True,False,False,True,False,True,True,False,False,False,False
571,True,True,True,False,False,True,False,True,False,True,True,False,True,False,True,False
572,False,False,True,False,True,False,True,True,False,True,True,False,False,True,False,True
573,False,True,False,False,True,True,False,False,False,True,False,True,True,True,True,False
574,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,True
575,False,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False
576,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False
577,False,True,False,True,False,False,True,True,True,True,False,False,True,True,True,True
578,False,False,False,True,False,True,False,True,True,False,True,True,True,False,False,False
579,True,False,True,True,False,True,False,False,True,True,True,True,False,True,False,False
580,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
581,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
582,False,False,True,False,True,False,False,False,True,True,True,False,False,False,False,False
583,True,True,True,True,True,False,False,False,True,True,True,False,True,False,False,False
584,False,True,False,True,False,False,False,False,False,False,True,True,True,False,False,False
585,True,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True
586,False,False,True,False,True,True,True,False,True,True,False,False,True,False,True,True
587,False,False,False,True,True,False,False,True,False,False,False,False,True,False,False,False
588,False,False,True,False,True,False,True,False,True,True,False,False,False,True,False,False
589,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False
590,False,True,True,False,False,False,False,False,True,False,False,True,True,False,False,False
591,False,False,True,False,True,True,False,True,False,False,False,True,True,True,False,False
592,False,True,True,True,True,True,True,True,True,True,False,False,True,False,True,True
593,True,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False
594,True,True,True,False,False,True,False,True,False,True,False,False,True,True,True,True
595,False,True,True,True,False,False,True,True,True,False,False,False,False,False,False,True
596,False,False,True,False,True,True,True,True,True,False,False,True,False,True,True,False
597,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
598,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
599,False,False,False,False,False,False,False,True,True,True,False,True,True,False,False,False
600,False,True,True,False,False,False,True,True,False,False,False,True,False,False,True,False
601,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
602,False,True,False,False,True,False,False,False,False,False,True,True,False,False,False,False
603,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
604,False,False,True,False,False,True,True,False,False,True,True,True,False,True,True,True
605,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True,True
606,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
607,True,True,False,False,True,False,True,False,False,True,False,False,True,False,True,True
608,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False
609,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
610,False,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False
611,False,False,True,True,True,False,True,False,True,False,False,True,False,True,True,True
612,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,False
613,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
614,True,False,False,True,False,True,True,True,True,True,True,True,True,False,False,True
615,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
616,True,False,True,True,False,False,False,False,False,True,True,True,False,False,False,False
617,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False,True
618,False,False,False,False,True,False,False,True,True,False,False,True,False,False,False,False
619,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
620,True,True,False,True,True,False,True,True,False,True,True,False,True,True,True,False
621,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True
622,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False
623,False,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True
624,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False
625,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
626,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False
627,False,False,True,False,False,False,False,True,False,False,True,False,False,True,True,False
628,True,True,True,False,True,True,False,True,False,False,True,False,True,True,True,True
629,False,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False
630,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
631,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
632,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True
633,True,False,False,False,False,False,False,False,False,False,False,True,True,True,False,True
634,False,True,True,False,True,True,False,True,False,True,False,False,True,False,False,False
635,False,False,False,True,True,True,True,True,False,True,False,True,False,False,False,True
636,True,False,True,False,True,True,False,False,False,True,False,False,False,False,False,False
637,True,False,True,False,False,False,False,False,False,True,True,False,False,True,False,False
638,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
639,True,False,False,False,False,True,False,True,False,False,True,False,False,True,False,False
640,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False,False
641,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,True
642,False,False,True,False,True,True,False,True,False,False,True,True,True,False,False,False
643,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
644,False,False,True,True,True,True,True,False,False,True,False,True,False,False,False,True
645,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False
646,True,True,False,False,False,True,False,True,True,False,False,True,True,True,True,True
647,True,False,False,False,True,True,False,False,False,True,False,False,True,False,True,True
648,True,False,True,False,False,False,True,True,False,True,False,True,False,False,False,False
649,False,True,False,True,False,False,False,True,True,True,True,True,False,True,False,True
650,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
651,True,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False
652,True,True,True,True,False,True,False,True,True,False,True,True,False,False,True,True
653,False,False,False,True,True,False,True,False,False,True,False,False,False,True,True,True
654,False,False,True,True,False,False,True,False,True,True,True,True,False,False,True,False
655,True,True,True,False,False,True,True,False,False,False,False,False,False,False,False,False
656,True,True,True,False,False,True,True,True,False,False,False,False,True,False,True,True
657,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True,False
658,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True,False
659,False,False,True,True,False,False,True,False,False,False,True,True,False,False,False,False
660,False,True,False,False,False,False,False,False,True,True,False,False,False,False,False,False
661,False,True,False,False,True,False,True,False,False,True,False,False,False,False,False,True
662,False,True,True,True,True,True,False,True,False,False,False,False,False,False,False,False
663,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
664,False,False,True,False,False,False,False,True,True,False,True,False,False,True,False,True
665,True,False,True,False,False,False,True,True,True,True,True,True,False,False,True,True
666,True,False,True,True,True,False,True,False,True,True,True,False,False,False,True,True
667,False,True,False,True,False,True,False,False,True,False,True,True,True,True,True,True
668,False,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False
669,False,True,False,True,False,False,True,False,False,False,True,False,True,False,True,False
670,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True
671,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
672,True,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True
673,True,True,False,True,True,True,False,True,False,True,False,False,False,False,False,False
674,False,False,False,True,False,True,True,False,True,True,False,True,True,True,False,True
675,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,True
676,False,False,False,False,False,True,True,False,False,True,False,False,False,True,True,True
677,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True
678,True,False,False,True,False,False,False,True,True,True,True,True,True,False,False,True
679,True,False,False,True,True,True,False,False,True,False,False,True,True,True,True,False
680,False,True,True,True,True,False,True,True,True,True,False,True,False,False,True,True
681,False,True,True,False,True,False,False,True,False,False,True,True,True,False,False,False
682,True,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True
683,False,True,False,True,True,False,False,True,False,False,True,False,True,False,False,True
684,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,False
685,True,False,True,False,False,False,False,True,True,True,False,False,True,True,False,False
686,True,False,True,False,True,False,False,False,True,True,True,False,True,False,True,False
687,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,False
688,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
689,False,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True
690,False,True,True,False,True,False,False,True,True,True,True,True,True,False,False,False
691,True,True,False,False,False,True,False,True,False,True,True,True,False,True,False,True
692,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
693,False,False,False,False,True,True,True,False,True,True,True,False,True,False,False,False
694,True,False,False,True,False,False,True,False,True,False,True,True,False,False,False,True
695,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
696,False,True,True,False,True,False,True,True,False,True,False,False,False,False,False,True
697,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
698,False,False,True,True,False,False,False,False,True,True,True,False,True,False,True,False
699,True,False,True,False,True,True,True,True,True,False,False,False,False,True,False,True
700,False,True,True,False,False,False,False,False,False,False,False,True,False,True,False,False
701,True,True,False,False,True,False,True,True,True,True,False,True,False,True,True,False
702,True,True,False,False,False,True,True,False,False,True,True,True,False,True,False,True
703,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False
704,False,False,True,False,False,True,False,False,True,True,False,False,False,False,False,False
705,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False
706,True,True,False,True,False,True,False,False,True,True,True,False,False,False,True,False
707,True,False,False,True,False,False,False,False,True,True,True,False,False,False,False,False
708,True,True,False,False,True,False,False,False,True,True,False,True,False,False,False,False
709,True,False,False,False,True,True,False,True,True,False,True,True,False,False,False,True
710,False,False,False,False,False,False,False,False,True,True,False,True,False,False,True,True
711,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
712,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
713,False,False,True,False,False,True,True,True,False,True,True,False,True,False,True,True
714,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
715,False,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False
716,True,False,True,False,False,False,True,False,False,True,False,True,False,True,True,False
717,True,True,False,False,False,False,False,True,False,False,False,False,True,True,False,False
718,True,True,True,False,True,True,False,True,True,False,False,False,False,True,True,True
719,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
720,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
721,True,False,False,False,True,False,False,False,False,True,False,False,False,False,True,True
722,True,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True
723,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
724,False,False,False,True,True,False,True,False,True,False,True,False,True,False,False,False
725,True,False,False,True,True,True,True,False,True,True,False,True,True,False,False,True
726,False,True,True,True,False,False,False,False,False,True,False,False,False,False,True,True
727,False,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True
728,True,False,True,True,True,True,False,False,False,True,False,True,False,False,False,True
729,False,False,True,True,False,True,True,False,False,False,False,False,True,False,False,False
730,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False
731,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
732,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
733,True,True,False,False,False,True,False,False,True,False,True,False,True,False,True,True
734,True,False,True,False,False,False,True,True,False,True,True,False,False,True,False,True
735,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True,True
736,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
737,True,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False
738,False,True,True,True,True,True,False,True,True,True,False,True,False,False,True,False
739,True,False,True,True,False,True,True,True,False,True,True,True,True,False,False,False
740,True,False,True,False,True,False,True,True,False,False,True,True,True,True,True,False
741,False,False,False,True,False,False,True,True,False,False,False,True,False,False,False,False
742,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,True
743,False,True,False,False,False,True,False,False,True,True,True,False,False,True,True,False
744,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False
745,True,False,True,True,True,False,False,True,True,False,True,False,True,False,False,True
746,False,True,False,True,False,True,True,True,True,True,False,False,False,True,False,True
747,True,True,False,False,False,False,True,True,True,True,False,True,False,True,False,True
748,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
749,True,True,True,True,True,True,False,False,False,False,False,True,False,False,True,False
750,False,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False
751,True,True,True,False,False,True,True,True,True,True,False,True,False,True,True,False
752,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False
753,False,False,True,True,False,False,True,False,True,True,True,False,False,False,False,True
754,False,False,False,True,False,False,False,True,False,True,True,True,True,True,False,True
755,False,True,True,False,False,True,True,False,False,True,False,True,False,False,False,True
756,False,True,False,True,False,False,True,False,True,False,True,False,False,False,False,False
757,False,True,False,True,True,True,True,True,True,False,True,True,True,False,True,False
758,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,True
759,False,True,True,False,False,True,False,False,False,False,True,True,True,False,False,True
760,True,False,True,True,False,False,False,True,True,False,False,True,True,True,True,False
761,False,True,True,True,False,False,False,False,False,False,True,True,True,False,True,True
762,True,False,False,True,True,False,True,False,False,False,True,True,False,False,False,False
763,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,False
764,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,False
765,False,False,False,False,False,True,False,True,False,False,True,False,False,False,False,False
766,True,True,True,False,False,False,True,False,True,False,True,True,False,False,True,True
767,False,False,False,False,True,True,True,True,True,False,True,False,False,False,False,True
768,False,False,False,True,True,False,False,True,True,True,False,True,False,True,True,False
769,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,True
770,False,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False
771,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True
772,True,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False
773,True,True,False,False,True,False,False,True,True,False,False,False,True,True,True,True
774,True,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True
775,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
776,False,False,True,False,False,True,True,False,True,True,True,True,True,True,False,True
777,True,True,True,False,True,True,False,False,True,True,False,True,True,False,False,False
778,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
779,False,True,False,True,False,True,True,False,False,False,False,True,True,False,False,False
780,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False
781,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False
782,False,False,False,True,False,True,True,False,False,False,False,True,False,False,True,False
783,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
784,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False
785,False,False,False,False,False,True,True,False,False,False,False,False,True,True,False,False
786,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
787,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False
788,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,True
789,False,False,True,True,True,False,True,False,False,False,True,False,True,True,True,False
790,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False
791,True,True,False,True,True,True,True,False,False,False,True,False,True,False,True,False
792,False,False,False,True,False,True,False,False,True,True,False,False,True,False,False,True
793,False,True,False,False,False,True,False,True,True,False,True,False,True,True,False,False
794,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
795,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True
796,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False
797,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
798,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
799,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True,False
800,False,True,True,False,True,False,True,True,False,True,False,True,True,True,False,True
801,True,False,True,False,True,True,False,False,False,True,False,True,True,True,False,True
802,False,True,True,True,True,False,False,False,True,False,True,False,True,False,False,False
803,False,False,True,True,True,False,True,True,False,True,False,False,True,True,False,False
804,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False
805,True,True,True,True,False,False,True,False,False,True,True,True,True,False,True,True
806,True,False,False,False,False,False,True,False,False,False,False,True,False,False,True,False
807,False,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True
808,False,True,False,True,False,False,True,True,False,True,True,True,True,False,True,False
809,False,False,False,False,True,True,True,False,False,True,True,False,True,True,False,False
810,False,False,True,True,False,True,False,False,True,False,False,True,False,True,False,True
811,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True
812,True,True,False,False,False,False,False,False,True,False,False,False,True,True,True,True
813,True,False,False,False,False,True,True,False,False,True,True,False,False,False,False,True
814,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
