,Text,Label,num_chr,num_words,num_sent,Transformer_text
1265,I will see in half an hour,0,26,7,1,see half hour
1266,"Im in inperialmusic listening2the weirdest track ever byÂleafcutter johnÂ-sounds like insects being molested&someone plumbing,remixed by evil men on acid!",0,156,24,1,im inperialmusic listening2the weirdest track ever like insect molested someone plumbing remixed evil men acid
1267,"""Hey sorry I didntgive ya a a bellearlier hunny,just been in bedbut mite go 2 thepub l8tr if uwana mt up?loads a luv Jenxxx.""",0,125,31,1,hey sorry didntgive ya bellearlier hunny bedbut mite go 2 thepub l8tr uwana mt load luv jenxxx
1268,SERIOUSLY. TELL HER THOSE EXACT WORDS RIGHT NOW.,0,48,10,2,seriously tell exact word right
1269,Can U get 2 phone NOW? I wanna chat 2 set up meet Call me NOW on 09096102316 U can cum here 2moro Luv JANE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,1,147,29,2,u get 2 phone wan na chat 2 set meet call 09096102316 u cum 2moro luv jane xx
1270,"Tee hee. Off to lecture, cheery bye bye.",0,40,11,2,tee hee lecture cheery bye bye
1271,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u..",0,81,21,1,sorry chikku cell got problem thts nt able reply u msg u
1272,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,0,116,26,1,still havent collected dough pls let know go place sent get control number
1273,Ok...,0,5,2,1,ok
1274,network operator. The service is free. For T & C's visit 80488.biz,1,66,15,3,network operator service free c visit
1275,Let me know how to contact you. I've you settled in a room. Lets know you are ok.,0,81,22,3,let know contact settled room let know ok
1276,Wot u up 2 u weirdo?,0,20,7,1,wot u 2 u weirdo
1277,Can do lor...,0,13,4,1,lor
1278,Dont put your phone on silent mode ok,0,37,8,1,dont put phone silent mode ok
1279,Can i meet Ã¼ at 5.. As 4 where depends on where Ã¼ wan 2 in lor..,0,66,19,1,meet ã¼ 5 4 depends ã¼ wan 2 lor
1280,Waiting 4 my tv show 2 start lor... U leh still busy doing ur report?,0,69,17,1,waiting 4 tv show 2 start lor u leh still busy ur report
1281,Oh ho. Is this the first time u use these type of words,0,55,14,2,oh ho first time u use type word
1282,Am I the only one who doesn't stalk profiles?,0,45,11,1,one stalk profile
1283,"Ever green quote ever told by Jerry in cartoon ""A Person Who Irritates u Always Is the one Who Loves u Vry Much But Fails to Express It...!..!! :-) :-) gud nyt",0,159,42,2,ever green quote ever told jerry cartoon person irritates u always one love u vry much fails express gud nyt
1284,Yes i thought so. Thanks.,0,25,7,2,yes thought thanks
1285,But if she.s drinkin i'm ok.,0,28,8,1,drinkin ok
1286,"Just wondering, the others just took off",0,40,8,1,wondering others took
1287,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",0,156,34,3,night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
1288,"What do you do, my dog ? Must I always wait till the end of your day to have word from you ? Did you run out of time on your cell already?",0,138,35,3,dog must always wait till end day word run time cell already
1289,Happy new year to u too!,0,24,7,1,happy new year u
1290,"Hey...Great deal...Farm tour 9am to 5pm $95/pax, $50 deposit by 16 May",0,70,19,1,hey great deal farm tour 9am 5pm 50 deposit 16 may
1291,Eat jap done oso aft ur lect wat... Ã got lect at 12 rite... ,0,62,16,1,eat jap done oso aft ur lect wat got lect 12 rite
1292,"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",0,86,19,2,hey babe saw came online second disappeared happened
1293,Da my birthdate in certificate is in april but real date is today. But dont publish it. I shall give you a special treat if you keep the secret. Any way thanks for the wishes,0,174,38,4,da birthdate certificate april real date today dont publish shall give special treat keep secret way thanks wish
1294,Happy birthday... May all ur dreams come true...,0,48,10,1,happy birthday may ur dream come true
1295,Aiyah u did ok already lar. E nydc at wheellock?,0,48,12,2,aiyah u ok already lar e nydc wheellock
1296,TELL HER I SAID EAT SHIT.,0,25,7,1,tell said eat shit
1297,Sure! I am driving but will reach my destination soon.,0,54,12,2,sure driving reach destination soon
1298,"K so am I, how much for an 8th? Fifty?",0,38,13,2,k much 8th fifty
1299,Your daily text from me â a favour this time,0,46,10,1,daily text favour time
1300,Great to hear you are settling well. So what's happenin wit ola?,0,64,15,2,great hear settling well happenin wit ola
1301,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one,0,133,24,2,cocksucker make feel better ipads worthless garbage novelty item feel bad even wanting one
1302,I tot u reach liao. He said t-shirt.,0,36,10,2,tot u reach liao said
1303,"FRAN I DECIDED 2 GO N E WAY IM COMPLETELY BROKE AN KNACKERED I GOT UP BOUT 3 C U 2MRW LOVE JANX P.S THIS IS MY DADS FONE, -NO CREDIT",0,132,32,1,fran decided 2 go n e way im completely broke knackered got bout 3 c u 2mrw love janx dad fone credit
1305,Your right! I'll make the appointment right now.,0,48,11,2,right make appointment right
1306,Designation is software developer and may be she get chennai:),0,62,12,1,designation software developer may get chennai
1307,Enjoy the jamster videosound gold club with your credits for 2 new videosounds+2 logos+musicnews! get more fun from jamster.co.uk! 16+only Help? call: 09701213186 ,1,163,27,4,enjoy jamster videosound gold club credit 2 new get fun help call 09701213186
1308,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",1,155,32,3,get 3 lion england tone reply lionm 4 mono lionp 4 poly 4 go 2 original n best tone 3gbp network operator rate apply
1309,I jokin oni lar.. Ã busy then i wun disturb Ã¼.,0,48,13,1,jokin oni lar busy wun disturb ã¼
1310,"Ok, be careful ! Don't text and drive !",0,39,11,2,ok careful text drive
1311,"I.ll always be there, even if its just in spirit. I.ll get a bb soon. Just trying to be sure i need it.",0,103,27,3,always even spirit get bb soon trying sure need
1312,U r too much close to my heart. If u go away i will be shattered. Plz stay with me.,0,83,23,3,u r much close heart u go away shattered plz stay
1313,I love u 2 babe! R u sure everything is alrite. Is he being an idiot? Txt bak girlie,0,84,22,4,love u 2 babe r u sure everything alrite idiot txt bak girlie
1314,How abt making some of the pics bigger?,0,39,9,1,abt making pic bigger
1315,Got but got 2 colours lor. One colour is quite light n e other is darker lor. Actually i'm done she's styling my hair now.,0,122,30,3,got got 2 colour lor one colour quite light n e darker lor actually done styling hair
1316,"Whenevr ur sad, Whenevr ur gray, Remembr im here 2 listn 2 watevr u wanna say, Jus walk wid me a little while,&amp; I promise I'll bring back ur smile.:-)",0,154,43,2,whenevr ur sad whenevr ur gray remembr im 2 listn 2 watevr u wan na say jus walk wid little amp promise bring back ur smile
1317,Why nothing. Ok anyway give me treat,0,36,8,2,nothing ok anyway give treat
1318,"Win the newest âHarry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",1,140,30,1,win newest potter order phoenix book 5 reply harry answer 5 question chance first among reader
1320,Correct. So how was work today,0,30,7,2,correct work today
1321,"Just sent again. Do you scream and moan in bed, princess?",0,57,14,2,sent scream moan bed princess
1322,"I wake up long ago already... Dunno, what other thing?",0,54,13,1,wake long ago already dunno thing
1323,Oh just getting even with u.... u?,0,34,9,1,oh getting even u u
1324,I thk 50 shd be ok he said plus minus 10.. Did Ã¼ leave a line in between paragraphs?,0,85,21,1,thk 50 shd ok said plus minus 10 ã¼ leave line paragraph
1325,Can you call me plz. Your number shows out of coveragd area. I have urgnt call in vasai &amp; have to reach before 4'o clock so call me plz,0,139,35,3,call plz number show coveragd area urgnt call vasai amp reach 4 clock call plz
1326,Yeah jay's sort of a fucking retard,0,35,8,1,yeah jay sort fucking retard
1327,"Sorry, was in the bathroom, sup",0,31,8,1,sorry bathroom sup
1328,Ur balance is now Â£500. Ur next question is: Who sang 'Uptown Girl' in the 80's ? 2 answer txt ur ANSWER to 83600. Good luck!,1,126,32,4,ur balance ur next question sang girl 80 2 answer txt ur answer good luck
1329,My exam is for february 4. Wish you a great day.,0,48,13,2,exam february wish great day
1330,I dont know what to do to come out of this so only am ask questions like this dont mistake me.,0,94,22,1,dont know come ask question like dont mistake
1331,"Aight no rush, I'll ask jay",0,27,8,1,aight rush ask jay
1332,Good Morning plz call me sir,0,28,6,1,good morning plz call sir
1333,It's ok lar. U sleep early too... Nite...,0,41,12,2,ok lar u sleep early nite
1334,"Oh... Icic... K lor, den meet other day...",0,42,12,1,oh icic k lor den meet day
1335,"Oh ! A half hour is much longer in Syria than Canada, eh ? Wow you must get SO much more work done in a day than us with all that extra time ! *grins*",0,150,38,4,oh half hour much longer syria canada eh wow must get much work done day u extra time grin
1336,"Sometimes we put walls around our hearts,not just to be safe from getting hurt.. But to find out who cares enough to break the walls &amp; get closer.. GOODNOON:)",0,162,37,2,sometimes put wall around heart safe getting hurt find care enough break wall amp get closer goodnoon
1337,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",0,82,20,1,sweet may may go 4u meet carlos gauge patty interest
1338,Then she buying today? Ã no need to c meh...,0,45,12,2,buying today need c meh
1339,Aight sorry I take ten years to shower. What's the plan?,0,56,14,2,aight sorry take ten year shower plan
1340,Every monday..nxt week vl be completing..,0,41,9,1,every monday nxt week vl completing
1341,Might ax well im there.,0,23,6,1,might ax well im
1342,Just chill for another 6hrs. If you could sleep the pain is not a surgical emergency so see how it unfolds. Okay,0,112,24,3,chill another 6hrs could sleep pain surgical emergency see unfolds okay
1343,Yeah I'll try to scrounge something up,0,38,8,1,yeah try scrounge something
1344,Crazy ar he's married. Ã like gd looking guys not me. My frens like say he's korean leona's fave but i dun thk he is. Aft some thinking mayb most prob i'll go.,0,160,41,4,crazy ar married like gd looking guy frens like say korean leona fave dun thk aft thinking mayb prob go
1345,Were somewhere on Fredericksburg,0,32,4,1,somewhere fredericksburg
1346,Que pases un buen tiempo or something like that,0,47,9,1,que pas un buen tiempo something like
1347,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired,0,82,20,2,ok stay night xavier sleeping bag getting tired
1348,She doesnt need any test.,0,25,6,1,doesnt need test
1349,"Nothing much, chillin at home. Any super bowl plan?",0,51,12,2,nothing much chillin home super bowl plan
1350,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk",1,155,32,1,free2day sexy st george day pic jordan txt pic 89080 dont miss every wk saucy celeb 4 pic c 0870241182716
1351,Bugis oso near wat... ,0,22,5,1,bugis oso near wat
1352,Yo theres no class tmrw right?,0,30,7,1,yo there class tmrw right
1353,Let Ur Heart Be Ur Compass Ur Mind Ur Map Ur Soul Ur Guide And U Will Never loose in world....gnun - Sent via WAY2SMS.COM,0,121,27,1,let ur heart ur compass ur mind ur map ur soul ur guide u never loose world gnun sent via
1354,"Goodnight, sleep well da please take care pa. Please.",0,53,12,2,goodnight sleep well da please take care please
1355,Baaaaabe! I misss youuuuu ! Where are you ? I have to go and teach my class at 5 ...,0,84,21,4,baaaaabe miss youuuuu go teach class 5
1357,U ned to convince him tht its not possible witot hurting his feeling its the main,0,81,16,1,u ned convince tht possible witot hurting feeling main
1358,"Good afternoon loverboy ! How goes you day ? Any luck come your way? I think of you, sweetie and send my love across the sea to make you smile and happy",0,152,34,4,good afternoon loverboy go day luck come way think sweetie send love across sea make smile happy
1359,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.,0,131,30,2,start sending blackberry torch nigeria find buyer like 4a month tell dad buy bb anyone oh
1360,"&lt;#&gt; %of pple marry with their lovers... becz they hav gud undrstndng dat avoids problems. i sent dis 2 u, u wil get gud news on friday by d person you like. And tomorrow will be the best day of your life. Dont break this chain. If you break you will suffer. send this to  &lt;#&gt;  frnds in &lt;#&gt;  mins whn u read...",0,327,90,6,lt gt pple marry lover becz hav gud undrstndng dat avoids problem sent dis 2 u u wil get gud news friday person like tomorrow best day life dont break chain break suffer send lt gt frnds lt gt min whn u read
1361,Yo dude guess who just got arrested the other day,0,49,10,1,yo dude guess got arrested day
1362,Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,0,65,16,3,shuhui say change 2 suntec steamboat u noe r u
1363,What does the dance river do?,0,29,7,1,dance river
1364,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",0,207,48,4,yetunde sorry moji seem busy able go shopping please find way get wanted u get please forgive reply free via yahoo messenger
1365,Hey i will be really pretty late... You want to go for the lesson first? I will join you. I'm only reaching tp mrt,0,114,28,3,hey really pretty late want go lesson first join reaching tp mrt
1366,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k",1,101,22,1,hot live fantasy call 08707509020 20p per min ntt ltd po box 1327 croydon cr9 5wb 0870 k
1367,Bbq this sat at mine from 6ish. Ur welcome 2 come,0,49,12,2,bbq sat mine 6ish ur welcome 2 come
1368,"I don't know, same thing that's wrong everyso often, he panicks starts goin on bout not bein good enough â¦",0,108,24,1,know thing wrong everyso often panicks start goin bout bein good enough
1369,Alright. I'm out--have a good night!,0,36,11,2,alright good night
1370,Did you try making another butt.,0,32,7,1,try making another butt
1371,Hope you are feeling great. Pls fill me in. Abiola,0,50,12,3,hope feeling great pls fill abiola
1372,I though we shd go out n have some fun so bar in town or something â sound ok?,0,80,20,1,though shd go n fun bar town something sound ok
1373,"1) Go to write msg 2) Put on Dictionary mode 3)Cover the screen with hand, 4)Press  &lt;#&gt; . 5)Gently remove Ur hand.. Its interesting..:)",0,141,43,2,1 go write msg 2 put dictionary mode 3 cover screen hand 4 press lt gt 5 gently remove ur hand interesting
1374,"Bears Pic Nick, and Tom, Pete and ... Dick. In fact, all types try gay chat with photo upload call 08718730666 (10p/min). 2 stop texts call 08712460324",1,151,34,3,bear pic nick tom pete dick fact type try gay chat photo upload call 08718730666 2 stop text call 08712460324
1375,"500 New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today!From ONLY Â£1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION",1,154,28,2,500 new mobile 2004 must go txt nokia 89545 collect today 2optout txtauction
1376,We're finally ready fyi,0,23,5,1,finally ready fyi
1377,Auntie huai juan never pick up her phone,0,40,8,1,auntie huai juan never pick phone
1378,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56,1,159,26,3,double min double txt price linerental latest orange bluetooth mobile call mobileupd8 latest offer 08000839402
1379,"Ya tel, wats ur problem..",0,25,7,1,ya tel wats ur problem
1381,i dnt wnt to tlk wid u,0,22,7,1,dnt wnt tlk wid u
1382,"We spend our days waiting for the ideal path to appear in front of us.. But what we forget is.. ""paths are made by walking.. not by waiting.."" Goodnight!",0,153,36,2,spend day waiting ideal path appear front u forget path made walking waiting goodnight
1383,Its ok my arm is feeling weak cuz i got a shot so we can go another time,0,72,18,1,ok arm feeling weak cuz got shot go another time
1384,Please reserve ticket on saturday eve from chennai to thirunelvali and again from tirunelvali to chennai on sunday eve...i already see in net..no ticket available..i want to book ticket through tackle ..,0,203,38,1,please reserve ticket saturday eve chennai thirunelvali tirunelvali chennai sunday eve already see net ticket available want book ticket tackle
1385,"Storming msg: Wen u lift d phne, u say ""HELLO"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? ""Margaret Hello"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person, bt not his girlfrnd... G o o d n i g h t . . .@",0,324,99,17,storming msg wen u lift phne u say hello u knw wt real meaning hello name girl yes u knw dat girl margaret hello girlfrnd f grahmbell invnted telphone moral one 4get name person bt girlfrnd g n g h
1386,That's ok. I popped in to ask bout something and she said you'd been in. Are you around tonght wen this girl comes?,0,115,28,3,popped ask bout something said around tonght wen girl come
1387,All e best 4 ur exam later.,0,27,8,1,e best 4 ur exam later
1388,Hope ur head doesn't hurt 2 much ! Am ploughing my way through a pile of ironing ! Staying in with a chinky tonight come round if you like.,0,139,31,3,hope ur head hurt 2 much ploughing way pile ironing staying chinky tonight come round like
1389,Oh k.i think most of wi and nz players unsold.,0,46,11,1,oh think wi nz player unsold
1390,"Haha... Where got so fast lose weight, thk muz go 4 a month den got effect... Gee,later we go aust put bk e weight.",0,115,30,1,haha got fast lose weight thk muz go 4 month den got effect gee later go aust put bk e weight
1391,"I wonder how you got online, my love ? Had you gone to the net cafe ? Did you get your phone recharged ? Were you on a friends net ? I think of you, boytoy",0,155,38,5,wonder got online love gone net cafe get phone recharged friend net think boytoy
1392,"Haha just kidding, papa needs drugs",0,35,7,1,haha kidding papa need drug
1393,"Thk shld b can... Ya, i wana go 4 lessons... Haha, can go for one whole stretch...",0,82,22,2,thk shld b ya wana go 4 lesson haha go one whole stretch
1394,Oh ok..,0,7,3,1,oh ok
1395,R we still meeting 4 dinner tonight?,0,36,8,1,r still meeting 4 dinner tonight
1396,Thats cool! I am a gentleman and will treat you with dignity and respect.,0,73,16,2,thats cool gentleman treat dignity respect
1397,Shall i start from hear.,0,24,6,1,shall start hear
1398,Then we wait 4 u lor... No need 2 feel bad lar...,0,49,14,1,wait 4 u lor need 2 feel bad lar
1399,No did you check? I got his detailed message now,0,48,11,2,check got detailed message
1400,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,0,155,37,4,registered sinco payee log enter urn lt gt confirm beware fraud share disclose urn anyone
1401,"No, I decided that only people who care about stuff vote and caring about stuff is for losers",0,93,19,1,decided people care stuff vote caring stuff loser
1402,Kaiez... Enjoy ur tuition... Gee... Thk e second option sounds beta... I'll go yan jiu den msg u...,0,99,24,3,kaiez enjoy ur tuition gee thk e second option sound beta go yan jiu den msg u
1404,cool. We will have fun practicing making babies!,0,48,10,2,cool fun practicing making baby
1405,Actually getting ready to leave the house.,0,42,8,1,actually getting ready leave house
1406,K..k..any special today?,0,24,8,1,k k special today
1407,"URGENT, IMPORTANT INFORMATION FOR O2 USER. TODAY IS YOUR LUCKY DAY! 2 FIND OUT WHY LOG ONTO HTTP://WWW.URAWINNER.COM THERE IS A FANTASTIC SURPRISE AWAITING FOR YOU",1,163,31,3,urgent important information o2 user today lucky day 2 find log onto http fantastic surprise awaiting
1408,Then we gotta do it after that,0,30,8,1,got ta
1409,"I've got ten bucks, jay is being noncomittal",0,44,10,1,got ten buck jay noncomittal
1410,Where at were hungry too,0,24,5,1,hungry
1411,Pls speak to that customer machan.,0,34,7,1,pls speak customer machan
1412,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams,0,144,28,1,somewhere beneath pale moon light someone think u dream come true goodnite amp sweet dream
1414,Dear U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18 yrs,1,143,25,3,dear u invited xchat final attempt contact u txt chat 86688 ldn 18 yr
1415,So wats ur opinion abt him and how abt is character?,0,52,12,1,wats ur opinion abt abt character
1416,Jay is snickering and tells me that x is totally fucking up the chords as we speak,0,82,17,1,jay snickering tell x totally fucking chord speak
1417,No..few hours before.went to hair cut .,0,39,9,1,hour hair cut
1418,No wonder... Cos i dun rem seeing a silver car... But i thk i saw a black one...,0,80,21,2,wonder co dun rem seeing silver car thk saw black one
1419,Lmao. Take a pic and send it to me.,0,35,11,2,lmao take pic send
1420,"""Speak only when you feel your words are better than the silence..."" Gud mrng:-)",0,80,20,1,speak feel word better silence gud mrng
1421,No. She's currently in scotland for that.,0,41,10,2,currently scotland
1422,Do you work all this week ?,0,27,7,1,work week
1423,Congratulations ur awarded either Â£500 of CD gift vouchers & Free entry 2 our Â£100 weekly draw txt MUSIC to 87066 TnCs www.Ldew.com 1 win150ppmx3age16,1,152,25,1,congratulation ur awarded either cd gift voucher free entry 2 weekly draw txt music 87066 tncs 1 win150ppmx3age16
1424,Lol great now im getting hungry.,0,32,7,1,lol great im getting hungry
1425,Yes.. now only saw your message..,0,33,8,1,yes saw message
1426,I'll be at mu in like  &lt;#&gt;  seconds,0,41,15,1,mu like lt gt second
1428,THING R GOOD THANX GOT EXAMS IN MARCH IVE DONE NO REVISION? IS FRAN STILL WITH BOYF? IVE GOTTA INTERVIW 4 EXETER BIT WORRIED!x,0,126,29,3,thing r good thanx got exam march ive done revision fran still boyf ive got ta interviw 4 exeter bit worried x
1429,"Tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, I'll come up",0,166,37,1,tell make little spreadsheet track whose idea smoke determine smoke much entire month february come
1430,For sale - arsenal dartboard. Good condition but no doubles or trebles!,1,71,14,2,sale arsenal dartboard good condition double treble
1431,Don't look back at the building because you have no coat and i don't want you to get more sick. Just hurry home and wear a coat to the gym!!!,0,141,36,3,look back building coat want get sick hurry home wear coat gym
1432,"My painful personal thought- ""I always try to keep everybody happy all the time. But nobody recognises me when i am alone""",0,122,25,2,painful personal always try keep everybody happy time nobody recognises alone
1433,Thanks for ve lovely wisheds. You rock,0,38,8,2,thanks lovely wisheds rock
1434,You intrepid duo you! Have a great time and see you both soon. ,0,63,15,2,intrepid duo great time see soon
1435,I asked sen to come chennai and search for job.,0,47,11,1,asked sen come chennai search job
1436,Dad went out oredi... ,0,22,5,1,dad went oredi
1437,"I jus hope its true that  missin me cos i'm really missin him! You haven't done anything to feel guilty about, yet.",0,115,27,2,jus hope true missin co really missin done anything feel guilty yet
1438,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,0,71,19,3,wat late still early mah juz go 4 dinner lor aiya dunno
1439,"Arms fine, how's Cardiff and uni? ",0,34,9,1,arm fine cardiff uni
1440,In fact when do you leave? I think addie goes back to school tues or wed,0,72,17,2,fact leave think addie go back school tues wed
1441,"Cool breeze... Bright sun... Fresh flower... Twittering birds... All these waiting to wish u: ""GOODMORNING &amp; HAVE A NICE DAY"" :)",0,132,31,2,cool breeze bright sun fresh flower twittering bird waiting wish u goodmorning amp nice day
1442,Ya:)going for restaurant..,0,26,7,1,ya going restaurant
1443,"Its ok., i just askd did u knw tht no?",0,38,12,1,askd u knw tht
1444,Free 1st week entry 2 TEXTPOD 4 a chance 2 win 40GB iPod or Â£250 cash every wk. Txt POD to 84128 Ts&Cs www.textpod.net custcare 08712405020.,1,141,30,2,free 1st week entry 2 textpod 4 chance 2 win 40gb ipod cash every wk txt pod 84128 t c custcare 08712405020
1445,Those ducking chinchillas,0,25,3,1,ducking chinchilla
1446,I am in a marriage function,0,27,6,1,marriage function
1447,Looks like u wil b getting a headstart im leaving here bout 2.30ish but if u r desperate for my company I could head in earlier-we were goin to meet in rummer.,0,159,33,1,look like u wil b getting headstart im leaving bout u r desperate company could head goin meet rummer
1448,Donât give a flying monkeys wot they think and I certainly donât mind. Any friend of mine and all that!,0,107,22,2,give flying monkey wot think certainly mind friend mine
1449,As a registered optin subscriber ur draw 4 Â£100 gift voucher will be entered on receipt of a correct ans to 80062 Whats No1 in the BBC charts,1,142,28,1,registered optin subscriber ur draw 4 gift voucher entered receipt correct an 80062 whats no1 bbc chart
1450,say thanks2. ,0,13,3,1,say thanks2
1451,Msg me when rajini comes.,0,25,6,1,msg rajini come
1452,Ya! when are Ã¼ taking ure practical lessons? I start in june..  ,0,65,15,3,ya ã¼ taking ure practical lesson start june
1453,"That's good, because I need drugs",0,33,8,1,good need drug
1454,Stupid.its not possible,0,23,3,1,possible
1455,Can Ã¼ all decide faster cos my sis going home liao..,0,53,12,1,ã¼ decide faster co si going home liao
1456,Summers finally here! Fancy a chat or flirt with sexy singles in yr area? To get MATCHED up just reply SUMMER now. Free 2 Join. OptOut txt STOP Help08714742804,1,159,33,5,summer finally fancy chat flirt sexy single yr area get matched reply summer free 2 join optout txt stop help08714742804
1457,U sleeping now.. Or you going to take? Haha.. I got spys wat.. Me online checking n replying mails lor..,0,104,25,3,u sleeping going take haha got spy wat online checking n replying mail lor
1458,CLAIRE here am havin borin time & am now alone U wanna cum over 2nite? Chat now 09099725823 hope 2 C U Luv CLAIRE xx CallsÂ£1/minmoremobsEMSPOBox45PO139WA,1,154,28,2,claire havin borin time alone u wan na cum 2nite chat 09099725823 hope 2 c u luv claire xx
1460,Bought one ringtone and now getting texts costing 3 pound offering more tones etc,1,81,14,1,bought one ringtone getting text costing 3 pound offering tone etc
1461,"Yalru lyfu astne chikku.. Bt innu mundhe lyf ali halla ke bilo (marriage)program edhae, so lyf is nt yet ovr chikku..ali vargu lyfu meow meow:-D",0,144,34,1,yalru lyfu astne chikku bt innu mundhe lyf ali halla ke bilo marriage program edhae lyf nt yet ovr chikku ali vargu lyfu meow meow
1462,Kinda. First one gets in at twelve! Aah. Speak tomo,0,51,13,4,kinda first one get twelve aah speak tomo
1463,"09066362231 URGENT! Your mobile No 07xxxxxxxxx won a Â£2,000 bonus caller prize on 02/06/03! this is the 2nd attempt to reach YOU! call 09066362231 ASAP!",1,153,29,4,09066362231 urgent mobile 07xxxxxxxxx bonus caller prize 2nd attempt reach call 09066362231 asap
1464,Ok good then i later come find Ã¼... C lucky i told Ã¼ to go earlier... Later pple take finish Ã¼ no more again...,0,114,27,1,ok good later come find ã¼ c lucky told ã¼ go earlier later pple take finish ã¼
1465,Wat makes u thk i'll fall down. But actually i thk i'm quite prone 2 falls. Lucky my dad at home i ask him come n fetch me already.,0,131,34,3,wat make u thk fall actually thk quite prone 2 fall lucky dad home ask come n fetch already
1466,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",1,159,30,3,07801543489 guaranteed latest nokia phone 40gb ipod mp3 player prize txt word collect
1468,I wont touch you with out your permission.,0,42,9,1,wont touch permission
1469,Hi its LUCY Hubby at meetins all day Fri & I will B alone at hotel U fancy cumin over? Pls leave msg 2day 09099726395 Lucy x CallsÂ£1/minMobsmoreLKPOBOX177HP51FL,1,161,29,2,hi lucy hubby meetins day fri b alone hotel u fancy cumin pls leave msg 2day 09099726395 lucy x
1470,"7 wonders in My WORLD 7th You 6th Ur style 5th Ur smile 4th Ur Personality 3rd Ur Nature 2nd Ur SMS and 1st ""Ur Lovely Friendship""... good morning dear",0,151,33,1,7 wonder world 7th 6th ur style 5th ur smile 4th ur personality 3rd ur nature 2nd ur sm 1st ur lovely friendship good morning dear
1471,Take some small dose tablet for fever,0,37,7,1,take small dose tablet fever
1472,Oh. U must have taken your REAL Valentine out shopping first.,0,61,13,2,oh u must taken real valentine shopping first
1473,"Just sent you an email â to an address with incomm in it, is that right?",0,74,18,1,sent email address incomm right
1474,"Will do, you gonna be at blake's all night? I might be able to get out of here a little early",0,93,25,2,gon na blake night might able get little early
1475,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",0,141,35,1,friendship game play word say start march end may tomorrow yesterday today e
1476,"Nice. Wait...should you be texting right now? I'm not gonna pay your ticket, ya know!",0,85,23,3,nice wait texting right gon na pay ticket ya know
1477,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?,0,78,23,2,watching lotr w si dis aft u wan 2 meet 4 dinner nite
1478,Why you keeping me away like this,0,33,7,1,keeping away like
1479,I think its far more than that but find out. Check google maps for a place from your dorm.,0,90,21,2,think far find check google map place dorm
1480,My trip was ok but quite tiring lor. Uni starts today but it's ok 4 me cos i'm not taking any modules but jus concentrating on my final yr project.,0,147,34,2,trip ok quite tiring lor uni start today ok 4 co taking module jus concentrating final yr project
1481,Have you always been saying welp?,0,33,7,1,always saying welp
1482,"I'm a guy, browsin is compulsory",0,32,8,1,guy browsin compulsory
